,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0301441934713954,0.0111107975734274,0.0660708509960506,0,0,0,0,0,-0.00393689750776848,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0.492917854344005,0,0.0463711826647567,0,0,0,0,0
XRP,0.0912526847427477,0,0,0,0.0390382908257082,0.0578355156427979,0.102713691295054,0.0511693328608019,0.1451544779483,-0.0992492513140576,0.132380656825262,0,0,0,0
LTC,0.641916769734109,-0.0324495666612296,0.00779663540144449,0,0.00000000000000000010842021724855,0.0177041462740859,-0.00812995940660424,0,0,0,0,0,0,0,-0.0190663633490646
DASH,0,0.0676102179968926,0,-0.367311109834526,0,-0.0468736519901281,0,0.0436337036855978,0,-0.0446370424735745,0,0,0,0,0.111096424247115
DOGE,0,0,0,0.197495688965818,0,0,-0.0252091042634114,0.00764376349291742,0,0.0118834942897389,0,0,0,0,0.0323629637715447
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.339566397555623,0,0,0,0,0,0,0.0952828455151442,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0.156617986593845,0,0,0,0,0.327153108880709,0.164539299468845,0,0,0,0,0,0,-0.0763140478256402
BV010082.INDEX,0,0.0100140446438776,0,0,0,0.0155025199408408,-0.00370385872291445,0,0,0,0,0,0,0,-0.125794998040961
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.00129806804697067,0,0,0,0.00410616530755794,0,0.00269141144772194,0,0.0431850519145731,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836927220404099
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.379142088002183,0,0,0
