,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0366709038404199,0.0179206037478633,0,0,0.129917558838828,0,0.0374125002042045,0,0.0170667308338579,0.0937809612918216,0,0.00904369616299933,0,0,0,0,0,0
ETH,0,0,0.0190721264050479,0.164316213221914,0.0458738189034036,0,0.0135857104473243,0,0.0443938580090866,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0138900387209191,0,0.0573309855422582,0.163723067687223,0.18834391640319,0,0.0616354632058424,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.205538352383988,0,0,0.31299849505978,0,0,0.107621137828623,0,0,0,0,0
EOS,0,0,0.188737712244566,0,0,0,0.225789356499564,0,0,0.213105167449729,0,0,0,0,0,0,0,0,0,-0.0132353427427918
LTC,0,0.0639730598990082,0,0.159236044579768,0,0,0.0281812069099684,0.122247602617265,0.0917428815101758,0,0,0.00305026396768086,0,0,0.0650258516782818,0,0,0,0,0
ADA,0,0,0.079362175253716,0,0.0739978787859538,0,0,0.320440086363427,0.0159483382580517,0,0.0721439812747113,0,0,0.115576184684764,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.358835454109276,0,0,0,0.251022428023329,0,0,0.0198227973369498,0,0,0,0,0,0
MIOTA,0,0,0.0323130332676066,0.100657444950075,0,0,0.203398456843722,0.0696869389453708,0,0.00611481610516654,0.00000000000000000693889390390723,0.133765650365533,0.184278653273378,0.0104252712083216,0,0,0,0,0,0
TRX,0,0,0,0.160900619538031,0.187464683821216,0,0,0.323451127604215,0.0853356786722418,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0328792531271667,0,0.0970736044958592,0.128530191711923,0.107694918921404,0,0,0.245904595244743,0,0,0.210695427576465,0,0,0,0,0
DASH,0,0,0,0.224689418906746,0,0,0,0.0567287677347037,0.150051571299952,0.055883714547549,0.0276944301498997,0,0.0936138884358435,0,0,0,0,0,0,0
XMR,0,0,0,0.114072638347051,0,0,0,0.0765584341694436,0.119204626076139,0,0.0458734180528106,0.226045508277884,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.114948163138339,0.230915551310619,0.193256725550989,0.0248189732668616,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0.176637154650499,0.102435744740548,0.0545249599043685,0,0.0224507110855498,0.163930526324758,0.0247110206395165,0.0684903094660766,0.031570875061275,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0211946869586778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384679301493888
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100857357056085
VIX.INDEX,0,0,0,0,-0.00000614252804937879,0,0,-0.0000133123697596344,0,-0.00000507293291356734,0.0000187810936972371,0,0,0,0,0,0,0,-3.71166261378562,0
