,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0398971634291973,0.00181795494148233,0.0345296797261431,0.0567638314055161,0,0,0,0.0158880220379367,0,0.0965357530703315,0.00367713824106528,0,0,0,0,0,0,0,0
ETH,0,0,0.127244800966016,0.000000000000000000433680868994202,0.0191647921184117,0,0,0.0491589855259225,0,0.228872995391111,0.0760016178417827,0,0,0,0,0,0,0,0,0
XRP,0,0.159509505204862,0,0,0,0,0,0.233819766033989,0,0,0.176813867611113,0,0,0,0,0,0,0,0,0
BCH,0,0.159042141365995,0.0760424459613186,0,0.162455837079327,0,0,0,0,0.173921199872037,0,0,0,0.0469607436288866,0,0,0,0,0,0
EOS,0,0,0.155965460881083,0.100450499197058,0,0,0,0.120944932231543,0,0,0.119705930826467,0,0,0,0,0,0,0,0,0
XLM,0,0,0.155178571491129,0,0,0,0,0.288089046772111,0,0.123792770024559,0,0.025925433223405,0,0,0,0,0,0,0,0
LTC,0,0.0444808622679987,0.0724342223797974,0.0377497074438252,0.0163586969995287,0,0,0,0,0.060850453004479,0.0298950841059769,0,0,0.123614465618693,0,0,0,0,0,0
ADA,0,0,0.190566297075577,0,0.102145220604232,0,0,0,0,0.201424349457141,0,0,0,0.200521759769137,0,0,0,0,0,0
XMR,0,0.210780559288647,0.101691951970585,0.0099443358828661,0,0,0,0,0,0,0.0844919387886694,0,0,0.111861629989218,0,0,0,0,0,0
TRX,0,0.162427455493106,-0.000000000000000000433680868994202,-0.000000000000000000867361737988404,0,0,0,0.299913644065876,0,0,0.285912607490456,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0616710485951703,0,0,0,0,0,0,0.119056199456049,0,0,0,0.572690540021858,0,0,0,0,0,0
DASH,0,0,0.0821572186676028,0,0.158308301459165,0,0,0,0,0.0147477967464198,0.0462311838083888,0,0,0.0932791206956309,0,0,0,0,0,0
BNB,0,0.101111682978732,0,0,0,0,0,0,0,0.10966815694213,0.0295526770165925,0,0,0.0632198684724644,0,0,0,0,0,0
NEO,0,0,0.0684907705899701,0,0.0222401816976903,0,0,0.0475474754204678,0,0.0274701185960379,0.405991030729846,0,0,0,0,0,0,0,0,0
ETC,0,0.249786364196096,0.0527723859169415,0,0,0,0,0,0,0,0.0372911099042607,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158167407290151
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00421649889602616,0,0,0,0,0,0,0,0,0.000267493190165364,0.00148596349919322,0,0,0,0.0350230869347219,0,0,-0.0034061815335573
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053413274857712
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
