,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0763576875237634,-0.0216192182704683,0,0,0.0129318473962871,0,-0.014300688384487,0.000371904693085667,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0277985560964938,0,0,0,0,0.0475660659045969,-0.0140323245599898,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.336569685015377,-0.0189487425387531,0,0,0,0,0,0,0
LTC,0.196897896139754,0,0,0,-0.0129192040527966,0,0,0,0,-0.0119949847205422,0.000472568125930587,0,-0.0250963026504088,0,0,0,0,0
XMR,0,0.440520068189654,0,0,0,0,0,0.273136369675794,-0.5667632230594,0.0722336254199988,-0.120857695879509,-0.042975088563804,-0.153809760468431,0,0,0,0,-0.00783924375394778
ETC,0,0,0,0,0,0,0,0,0,0,0,-0.0173167763336018,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.0418910896779693,0,0.0199079375907428,-0.0336272525130731,-0.030940753908585,0,0,0,0,0,0
XEM,0,0,0.0816873154999041,0,0,0.055752663056428,0.137984460124091,0,0,-0.0466551170237471,0.0348241538448047,-0.0307392159593223,0,0,-0.288968321597876,0,0,0
DOGE,0,0,0.0373549490616925,0,-0.0857492528323333,0,0,0.0548457855863245,0,0.0408679568528416,0.00288355295259615,-0.0085441852895835,0,0,0,0,0,0.0174812166771702
XLM,0,0,0.548428392082903,0,0.0763168832673359,0,0,0,0,0,0,-0.01491441708812,0,0,0.06917741203137,0,0,0
NEO,0,0,0,0,-0.409397502953654,0,0,0.149970782411323,0,0,0,-0.0522002887176809,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.161111731138477,0,-0.153264618338101,0,0,0,0,0,-0.0130313049856383,-0.0488838013194925,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0553733966472133,0,0,0,0,0,-0.0384352093495917,0,0.017216693078104,0,0,0,0,0,0,-0.0330109172883559
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,-0.0000000299368542622806,0,0,0,0,0,0.101852278586853
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,-0.0000000389017383304252,0,0,0,0,0,-0.0591532937840433
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
