,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.443159765922619,0.0359172082555702,0,0,0,0,0,0,0,0,0,0
ETH,0.223209020717718,0,0.295194500528321,0,0.0304970895850336,0,0.026157630143054,0,0,0.225188712295221,0,-0.227607684972099,0,0,0.0144634506968095
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.579854899032368,0,0,0,0.00262934765698016,0,0,0,0,0,0,0,0,0,-0.000000000000000000433680868994202
XEM,0.489653774932899,0.0416468738052439,0,0,0,0,0,0,0.569195112022085,0.125346505105282,0,0,0,0,0
DASH,0,0.0764374075996534,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.278433130144894,0,0,0,0.0248304615180268,0,0,0,0,0,0,0,0,0,0.0285588455282245
XMR,0.292963202568814,0,0,0,0,0,0.108650165955197,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.192440468560189,0,0.211126878783539,0.0366257496288977,0,-0.0323670607466214,0,0,0,0,0.0114689941633114
DGB,0,0.210064048292991,0,0,0.0877443016532292,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624650585360372
CVIX.INDEX,0,-0.00000766218037589114,0,0,0,0,0,0,0,-0.000010495796005007,0,0,0,0,0.231256036440833
DXY.INDEX,0.000000128599845262624,0,0,0,0.0000000473566888706385,0,0,-0.000000862861238789064,0,0,0,0.0693665089271721,0,0,-0.0105766691626822
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648291553552282
VIX.INDEX,0,0,0,0,0.000335648702538132,0,0,0,0,0,0,0.40173871887712,0,0,0
