,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.140114516591527,0,0,0,0,0.224002839663751,0.0112363690732236,0.00352160863310297,0,0,0,0,-0.0124688992374213
XRP,0,0,0,0,0,0.224669754148659,0,0,0.0176494153202955,0.0220069459284215,0,0,0,0,0
LTC,0.153478594232005,0,0,-0.00223195953150506,0,0.172269501140733,0.0307591941680437,0.0504388349040536,-0.00727179917694824,0.000000000000000000433680868994202,0,0,0,0,-0.00688229691649961
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.0987220525755333,0.000111003084894365,0.0878937927066951,0,0,0.16071536777838,0.0922932422764308,0,0.00487609615567028,0.0172953310543222,0,0,0,0,-0.0162792843780136
DOGE,0,0.0993007497412292,0.148827937676187,0,0,0,0.0141014760343198,0.155999751170564,-0.00241650160111096,-0.00275767149077068,0,0,0,0,-0.00981200454420117
XLM,0,0.202413687488956,0.184797788181046,0.0807070377495294,0,0,0,0,-0.0349288892055271,0.0666568503192467,0,0,0,0,-0.000000000000000000867361737988404
XMR,0.941724743413426,0,0,0,0,0.0169359604939909,0.0571907075963409,0,0,-0.0182215181204666,0,0,0,0,0
DGB,0,0,0.729037736668678,0,0,0,0,0,0,0,0,0,0,0,-0.123187856670091
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133446988847738
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0.00000025514042338758,0,0,0,0,0.0969452203094628
DXY.INDEX,0,0,0,0,0,0,0,0,0,0.00306255602115602,0,0,0,0,-0.0210210716716403
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772038981644299
VIX.INDEX,0,0.00000000000000000000000330872245021211,0,0,0,0,-0.000000709630538370531,0,0.000000199426590338359,0,0,0.00000576141551277957,0,-3.22298658311148,0
