,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.080493437646577,0.0723403625790315,0.0370615627915859,0,0,0,0.0865936726038976,0,0,0,0,0
XRP,0,0,0,0,0.273801363783445,0.261440630706617,-0.0622833537126673,0,-0.0455738535539178,0,-0.0611060129003466,0,0,-0.0624535834401258
LTC,0.465743142274319,0,0,0.0301750773000935,0.0689699271556994,0,0,0.0988016320155579,0.0347209319836722,0,0,0,0,0.124406434873632
DASH,0,0.107739992947635,0.0593053604913478,0,0.00914439678614298,0.153925839573673,0.15012589156564,0,0,0,0,0,0,0
DOGE,0,0,0.0770501306104401,0.265050291582398,0,0.219137630661608,0,0,0,0,0,0,0,0
XLM,0,0.239482240225845,0.0134578863492985,0,0.266170219053321,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.0118671886734393,0.0932651518426921,0,0,0,0,0.413639206444329,0,0,0,0,0
XEM,0,0,0,0,0.220579975310423,0,0,0,0,0,0,0,0,0
DGB,0.249281547069312,0,0,0,0.0643298899999233,0,0.326890958115691,0.0676831848473975,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.00077491485085177,0,0,0,0,0,0,0,0,0,0,-0.0527512908954985
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840898815787036
DXY.INDEX,0,0,-0.00000000352450487794412,0,0,0,0,0,0,0,0,0,0,-0.0146967998112337
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664449270141824
VIX.INDEX,0,0,0.0000021211441380039,0,0.0000017147750001088,0,-0.00000104621309937207,0,0,-0.218110621722842,0.152632177580289,0,-2.68818768559541,0
