,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0331710571531259,0,0.0659490041118309,0,0,0.00595052386098546,0,0.0233525253276168,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0.299051396103144,0,0,0,0,0,0,0
XRP,0,0.0419618502991158,0,0,0,0,-0.012589921275629,0,0.112399092422738,0.0334798748387096,0,0,0,0,0
LTC,0.237758020675006,-0.0227752477082904,0,0,0,0.0182728240803211,0.00524219542139631,-0.00277591182918026,0.00905267229825376,0,0,0,0,0,0
DASH,0,0.0867492785605086,0,0,0,0,-0.0149153783132174,0.0508270277141375,-0.179286375380582,0,0.325112721438588,0,0,0,0.203627690827164
DOGE,0,0,0,0,0,0,0,0,0,0.021702492462444,0,0,0,0,0.0505974289403832
XEM,0,0.071201204435791,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.19139329746351,0,0,0.138248912007818,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.121481975648827,0.0433333052578654,0,0,0,0,0,0,0.0763126014754227
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818894034828517
CVIX.INDEX,0,0,0,0,0.00000473422729699466,0.00000801669165987373,-0.00000197761205387029,0,0,0,0,0,0,0,0.192242954958237
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479906413355351
VIX.INDEX,0,0.00000834376938340559,0,0,0,0.00000000000000000000042351647362715,-0.00000664214859272031,-0.0000000000000000000008470329472543,-0.0000000000000000000016940658945086,0,0,0.379085931359831,0,-3.12505100246699,0
