,BTC,ETH,XRP,BCH,EOS,ADA,LTC,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.114264739163771,0,0,0.118077917040141,0.00783711999151126,0.0358420610854179,0.105096065475718,0,0,0,0,0,0,0,0
ETH,0,0,0.0636780079414444,0,0.0436967471474155,0,0,0,0.140947012092882,0,0.00300020772878788,0,0.156716708048494,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0225391158816847,0.0666864150193736,0,0.131229467197638,0.17047800944406,0,0.0607895186332054,0.0535231284074213,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.258174851736996,0,0,0.0694822512497026,0.266608525481705,0,0.0554363064763304,0,0,0,0,0
EOS,0,0,0.206889865302473,-0.00000000000000000173472347597681,0,0.158198335926616,0,0,0,0.158797966211893,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.082449885915656,0,0.0617804882664899,0,0,0.296637680032316,0.146422641259251,0,0.0611477846881776,0,0,0.0559192076535865,0,0,0,0,0,0
LTC,0,0,0,0.0486406131700021,0.057020886600244,0,0,0,0.0900987999290621,0,0.027648326323272,0.172229787443056,0,0,0.0681076245761445,0,0,0,0,0
XLM,0,0,0.102344927400629,0,0,0.243545581186905,0,0,0,0,0.342851440502012,0,0,0.0661979930094557,0,0,0,0,0,0
MIOTA,0,0,0.00715034702309465,0.214860402977878,0,0.234169853924092,0,0,0,0.000619042680817353,0,0.172734882778982,0.0956936845640708,0,0,0,0,0,0,0
TRX,0,0,0,0.439493350470082,0,0,0,0.0449495670881013,0,0,0.144201623563447,0.075850971799304,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0446773841975153,0.0426095433636185,0,0.237378289494318,0.235740204553054,0.0373288012853676,0,0.0719918306749586,0.085498321363668,0,0.0984676371656742,0,0,0,0,0
XMR,0,0,0.0235568936522746,0.128368554416573,0,0,0.190944002465899,0,0.222810917810467,0,0,0,0.0871363272264336,0,0,0,0,0,0,0
DASH,0,0,0,0.161071278021635,0.0238475391871831,0,0,0.0256732489102849,0.214358724182356,0.0367583354313774,0,0.0188490696161564,0,0,0,0,0,0,0,0
XEM,0,0.109987470419577,0,0,0,0.0645022085983089,0,0.192693738372262,0.220588079017135,0.0260882686416703,0.038990615487798,0,0,0,0.0683263138529106,0,0,0,0,0
ETC,0,0,0.180989999550224,0,0.117980727764203,0,0,0.134937585851785,0.0985195879985327,0.0479725937101723,0.0825680380692831,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0346878665669046,-0.0167673038188949,0,0,0.0364504884208341,-0.0315976115473763,-0.0250968232658467,0,0.00788744733970654,-0.0081566453817069,0.00885795146486909,0,0,0,0,-0.0463342283002723
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100857313277288
VIX.INDEX,0,0,0,0.000000931438912046986,-0.00000366133606216055,0,0,0,0,0,0,0.00000255240396419977,0,0,0,0,0,0,-3.8770863337266,0
