,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.114216187317328,0.0575102453503777,0.468932524507655,0.0428970379328933,0.0609966252615686,0,0,0,0,0,0
XRP,0.249705362986443,0,0.0879088727627134,0.0398811838234802,0,0.196153986209861,0,0.0342126199193012,0,0,0,0,0
LTC,0.536426314232548,0,0,0,0,0,0.0381124522326909,0,0,0,0,0,0
DASH,0.632846719675331,0,0.0987527253088154,0,0,0,0,0,0,0,0,0,0
DOGE,0.529781468464448,0,0.11932569715502,0,0,0,0,0.010631695539787,0,0,0,0,0
XLM,0.0919051655368386,0.63921584683726,0,0,0.105014944957715,0,0.0471299311031248,0,0,0,0,0,-0.0196943013840747
XMR,0.969996414688262,0,0,-0.143961980178431,0.199354523828462,-0.0914238634915272,0,0,0,0,0,0,0.0900311364276587
DGB,0.602833184581687,0,0,0,0,0,0,0,0,0.240693675271744,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,-0.00000053070889782485,0,0,0,0,0,0,-0.0878978012034869
VIX.INDEX,0,0,-0.00000000652965120373419,0.0000000182297911677441,0,-0.000000054196242791107,-0.0000000444651759539914,-0.0000000144293712404379,0,0.000000832660197858022,0,-2.8563662678673,0
