,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.000000000000000000433680868994202,0.115928986204116,0.0198980507516509,0,0,0,0.0385424274495554,0,0.0589314503984432,0.0243644881505379,0,0,0,0,0,0,0,0
ETH,0,0,0.161009874315962,0,0,0,0,0.0280438093620625,0,0,0.0382376990784803,0.207515113977698,0,0,0,0,0,0,0,0
XRP,0,0.075978300786557,0,0,0.0822313330677616,0,0,0,0,0,0.244881300389014,0,0.0477924306335687,0,0,0,0,0,0,0
BCH,0,0,0.109234100389386,0,0.0960314047570288,0,0,0,0,0.0142165916498007,0.0382807024431968,0.186363966914472,0.0375364221878224,0,0,0,0,0,0,0
EOS,0,0,0.106175561987443,0,0,0,0,0.0959100865617741,0,0,0.0588051738232446,0.127122995860822,0.182325115115428,0,0,0,0,0,0,0
XLM,0,0,0.121734555160087,0,0,0,0,0.327178085330294,0,0,0,0,0.115635365222488,0,0,0,0,0,0,0
LTC,0,0,0.0439976194853344,0.0727539515311515,0,0,0,0.0894719424387219,0,0,0.0701052455038739,0.0550435251279644,0.0456464520427919,0,0,0,0,0,0,0
ADA,0,0,0.0606723052380527,0,0.171603274223453,0,0,0,0,0,0,0.288118480813698,0.167722378494961,0,0,0,0,0,0,0
XMR,0,0,0.131985340491246,0,0,0,0,0,0,0.15413989198985,0.0866201501277335,0,0.116726644374883,0,0,0,0,0,0,0
DASH,0,0,0.00663730357036494,0,0.00000000000000000010842021724855,0,0,0,0.109934636952906,0,0.069209305029412,0.0269188320467681,0.29614798499891,0,0,0,0,0,0,0
MIOTA,0,0,0.0268840630455756,0,0,0,0,0,0,0,0,0.230945311585454,0.537529166231099,0,0.18993658708383,0,0,0,0,0
TRX,0,0,0.0751531207387893,0,0.0871542824650753,0,0,0.263821354770607,0,0,0.146003055395601,0,0.184457029983064,0,0,0,0,0,0,0
NEO,0,0,0.0534927105044934,0,0.0371632004860229,0,0,0,0,0,0.303162702963837,0.202237785138208,0,0,0,0,0,0,0,0
ETC,0,0.183565625499424,0.0071344995036846,0,0.120131611954998,0,0,0,0,0,0.206123419488875,0,0,0,0,0,0,0,0,0
BNB,0,0,0.0315007682252861,0,0.149288053206898,0,0,0,0,0.0289133918920676,0.0216248245323992,0,0.190549233322017,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0226317770282174,0,0,-0.0104612208918078,0,0,-0.0107471894294473,0,0,0,0,0,0,0,0,0,0,-0.0431701545315495
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00257526874094209,0.0000502451463449294,0,0,0,0,0,0.000380112618527715,0.0002792271502154,0,0,0,0,0,0.0616162826452681,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446775120301561
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
