,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.135320704475497,0.0155552186300163,0.0357419982361443,0.0515358036505202,0,0,0.0217678966801142,0,0,0,0,0.00769389258420834
XRP,0,0,0,0.221668603864713,0.325148273865004,0.146673982386449,0,-0.0456594999482327,0,0,-0.1127001649981,0,0,0
LTC,0.362722477897057,0,0,0.0451340330633278,0,0,0.0492704906018474,0.0415876468634835,0,0,0,0,0,0.14323938876863
DOGE,0,0.0786992753550954,0.127202526990783,0,0,0.21057633317772,0,0.130296019568076,0,0,0,0,0,0
DASH,0,0.133292008721296,0.0992201318665555,0.00390926394562019,0,0.0479262103498632,0.117346037291442,0,0,0,0,0,0,0
XLM,0,0.207374474998199,0.0547535618610351,0.242826334313493,0,0,0,0,0,0,0,0,0,0.0668252822320149
XMR,0.730830957412885,-0.0720024946263697,-0.116803460183066,-0.168246775898594,0.260721342754878,-0.00000000000000000173472347597681,0,-0.0965637037857282,0.401768909737163,0,0,0,0,-0.099220879838883
XEM,0,0,0.0950733711981821,0.199969741206756,0,0,0,0,0,0,0,0,0,0.188146075582586
DGB,0,0,0.0709308715383836,0.0441340370453237,0,0,0.0297840098798405,0,0,0,0,0,0,0.120282676552813
BV010082.INDEX,0,0.00153385641315878,0.00186981342642721,0,0,0,0,0,0,0,0.121353894185992,0,0,-0.0612124022004959
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525434464672365
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685971940074365
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
