,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.263837870198605,0.0511521356035126,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0.123094999487566,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.570462055728768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221412296376898
XEM,0.512566919424591,0,0.17072726969648,0,0,0.134562635826568,0,0,0.319682688560088,0.041277272938327,0,0,0,0,0
DASH,0,0.0706970436755115,0,0,0,0,0,0,0,0.0530272549803061,0,0,0,0,0
DOGE,0.263301861590135,0.0121440789169217,0.117231475881308,0,0.0470868929719931,0,0,0.0240441401242137,0,0.0232502150525754,0,0,0,0,0.0336213413669551
XMR,0.349313158422968,0.017343229443354,0.214818053562494,0,-0.016291622614003,0.269124141127836,0.172470918207395,0,0,0,0,0,0,0,-0.0332167959840035
XLM,0,0,0,0,0.128569875093074,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0557968191117339,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888505434374422
CVIX.INDEX,0,0,0,0,0.00000180289684123572,0,0,0,0,0,0,0,0,0,0.123574165947516
DXY.INDEX,0,0,0,0,0,0,0,-0.000000104377688767206,0,0,0,0.0326956062128943,0,0,0
SPX.INDEX,0,0,0,-0.0000103199209356038,-0.000000150649125454438,0,0,0,0,0,0.0170175532468686,0,0,0,-0.0734220521929885
VIX.INDEX,0,0,0,0,0.00000168509042640485,0,0,0,0.00000145525895034736,0,0,0.575978238980151,0,0,0
