,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.00950278447994212,0.0258013399267049,0.0665693950907145,0,0,0,0,0,0.0847233267360644,0.0161450098930758,0,0,0,0,0,0,0,0
ETH,0,0,0.103066651197508,0.0951874536845842,0,0,0,0.0845839352638127,0,0.229484552254451,0.0521637169298119,0.00731917002625973,0,0,0,0,0,0,0,0
XRP,0,0.135256222354599,0,0,0,0,0,0.321175461541728,0,0,0.174318165246323,0,0,0,0,0,0,0,0,0
BCH,0,0.0456983633253443,0.104492633414751,0,0.0921214862801858,0,0,0,0,0.166747563022579,0.0455400973095173,0,0,0.0408226485101465,0,0,0,0,0,0
EOS,0,0,0.159616163358804,0.121133215033104,0,0,0,0.0998187884327133,0,0,0.104892333191366,0,0,0,0,0,0,0,0,0
XLM,0,0.0354147982014963,0.141493637485164,0,0,0,0,0.252548297485812,0,0.139424525149087,0,0.0123265316508482,0,0.0193835040076166,0,0,0,0,0,0
LTC,0,0.0107697766639627,0.0424379201977794,0.0448062570390029,0,0,0,0.0950355490538902,0,0,0.140610388283221,0,0,0.0856928750978489,0,0,0,0,0,0
ADA,0,0,0.190414987343725,0,0.0560545321104711,0,0,0,0,0.198968923450289,0,0,0,0.140890566379363,0,0,0,0,0,0
XMR,0,0.1994935391069,0.102913576892189,0.00346071852127326,0,0,0,0,0,0,0.0696618865659617,0,0,0.128020766641353,0,0,0,0,0,0
TRX,0,0.0494485909839376,0,0.0182987125751106,0,0,0,0.42115174938919,0,0,0.246216948515478,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0616710485951703,0,0,0,0,0,0,0.119056199456049,0,0,0,0.572690540021859,0,0,0,0,0,0
DASH,0,0,0.0701012509724371,0,0.166412994453943,0,0,0,0,0.0274252222365566,0.0414980278699086,0,0,0.104086409861946,0,0,0,0,0,0
BNB,0,0.0932137033533219,0,0,0,0,0,0,0,0.102059442268156,0.0658539595243715,0,0,0.0486684748146521,0,0,0,0,0,0
NEO,0,0,0.059392114505008,0,0.0322296885616749,0,0,0.0765863267678545,0,0,0.415723228607736,0,0,0,0,0,0,0,0,0
ETC,0,0.271708275541885,0.0492617794502275,0,0,0,0,0,0,0,0.030102535938352,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866069804682
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0.000000133418912213885,0,0,0,0,0.000000000000000000000000413590306276514,0,0,0,0,0,0,0,0,0,-0.0506456555778282
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
