,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.394743243577339,0.0441963795138698,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0568031236711308,0,0.157084025907986,0,0,0.133807262358517,0,-0.18435237341596,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.605288851895907,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109536980992375
XEM,0.416889578760776,0,0,0,0,0,0,0,0.659096519869962,0.0817690278964254,0,0,0,0,0
DASH,0,0.0700189459483783,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.407333970889039,0,0,0,0.0232697359308429,0,0,0,0,0.0127457186993852,0,0,0,0,0.031962737612544
XMR,0.43793774119029,-0.0384757893739154,0,0,-0.0437496973216264,0,0.102361026176055,0,0,0.0176748950739039,0,0,0,0,-0.0737621888228917
XLM,0,0,0,0.0966534035341787,0.173405045662573,0,0.0747856317496038,0.0557739432549634,0,0,0,0,0,0,0.00624923827514741
DGB,0,0,0,0,0.0839900328026381,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418360567173001
CVIX.INDEX,0,-0.000002869888872298,0,0,0.0000000000000000000000529395592033938,0,0,0,0,-0.00000968656208766834,0,0,0,0,0.252419268721489
DXY.INDEX,0,0,0,0,0,0,-0.000000674345692889247,0,-0.000000857337368597829,0,0,0.0381073960950658,0,0,0
SPX.INDEX,0,0,0,0,-0.00000083661703540394,0,0,0,0,0,0,0,0,0,-0.0648293173892021
VIX.INDEX,0,0,0,0,0.0000015774559036153,0,0,0,0,0,0,0.632896897818807,0,0,0
