,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0126417587796228,0,0.460177179916846,0,0,0.013982715297077,0,0.00533856376230433,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.225712418941891,-0.20148031085049,0,0,0,0,0,0,0
XRP,0,0,0,0.0817715489903376,0.016390984843355,0.0948544364410555,0.0371861029781237,0.0486867317245101,-0.00276497331499918,0,0,0,0,0,0
LTC,0.465293118548669,-0.000914322335970176,0,0,0,0.0227987302755669,0,0.0122675474517118,0,0.00174912315198714,0,0,0,0,0
DASH,0,-0.167698946967584,0,0,0,0,0.180562899749944,-0.415782382223809,0,0.269591920735068,0,0,0,0,0.205585731823896
DOGE,0,0.073853871687766,0,0.601607487284214,0,0,-0.000000000000000000433680868994202,0.21132411607053,-0.0517057156796028,0.00981245408255697,0,0,0,0,0
XMR,0.366898051515378,0.100775760477614,0,0,0,0,0,0.140295635750382,-0.0645135466675149,0,0,0,0,0,0
XLM,0,0,0,0,-0.0502149883847941,0.185425312693164,0,0,0.125525458061949,0.0470549435420466,0,0,0,0,0.0632832006555713
XEM,0,0,0,0,0.238198481753507,0,0,0.311809805498484,0,0.111638691379367,0,0,0,0,0
DGB,0.244399285902997,0.0693102505661596,0.413518090489259,0,0.206495725007303,0,0.0472275247491442,0.12216433767905,0.0504773891944921,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0.00130991201468658,0,0,0,0,0,-0.0461128761940522,0,0,-0.0882662223096899
CVIX.INDEX,0,0,0,0,0,0,0,0,-0.00000044488708471385,0,0,0,0,0,0.0937285635811935
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,-0.00000072837427400877,0,0,0,0,-0.00000369872484485652,0,0,0,0,-0.139499497925481
VIX.INDEX,0,0,0,0,0.00292355050370741,0.0128288163125662,0,0,-0.00137006664610418,0.0538245704406807,0,0,0,-2.58178569450034,0
