,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0664934014822378,0.11010641189835,0.055574281840501,0.452639907204624,0,0.0728029572277308,0,0,0,0,0,0
XRP,0.365660123586602,0,0.0378467283620524,0,0,0.239595576488322,0,0.0427185855119406,0,0,0,0,0
LTC,0.540108012391141,0,0,0,0,0,0.0208796295007352,0.00885599575682189,0,0,0,0,0
DASH,0.577562724404166,0,0.130470188326621,0,0.106825950203728,0,0,0.00226808671672239,0,0,0,0,0
DOGE,0.419331557836512,0,0.133411489146582,0,0,0,0,0.00310454144426916,0,0,0,0,0
XLM,0.171725921880349,0.21592898798588,0,0,0.298926722042119,0,0,0.00578421671401094,0,0,0,0,-0.0735785198242462
XMR,0.794123955860656,0.109168613419767,0.0266872911679552,-0.155271154703299,0.308159678846493,-0.127547934537963,0,0.0188774867014087,0,0,0,0,0
DGB,0.602880140919368,0,0,0,0,0,0,0,0,0.217718274533024,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.087888854337982
VIX.INDEX,0,0.00000014350438612283,0,0.0000000335382118796824,0,-0.0000000670543931207313,-0.0000000806873365921283,0,0,0,0,-4.4658857465124,0
