,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0868173637167419,0.0343992592462482,0.0088402754024795,0,0,0,0,0,0.0194608698748934,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.148637812675919,0,0,0,0,0.0526705608120778,0,0.170364374507955,0,0,0,0,0,0,0,0,0,0
XRP,0,0.120346450442429,0,0,0,0,0,0.353005969482733,0,0,0.142806854562482,0,0,0,0,0,0,0,0,0
BCH,0,0.377384935954664,0.0280899803324595,0,0.121444530511848,0,0,0.0302941074172763,0,0.0719888492858991,-0.00000000000000000010842021724855,0,0,0,0,0,0,0,0,0
EOS,0,0.213864265657312,0.110449488066706,0,0,0,0,0.126513778226295,0,0,0.0668507991706521,0,0,0,0,0,0,0,0,-0.0096299217422928
XLM,0,0,0.149038065273067,0,0,0,0,0.433903577547788,0,0.0468513173765388,0,0,0,0,0,0,0,0,0,-0.0235174575755571
LTC,0,0.128320963014004,0.0427628104713645,0.0303339551708857,0,0,0,0.131591901212371,0,0.00000000000000000173472347597681,0.0388175108118697,0,0,0,0,0,0,0,0,0
ADA,0,0.136318437778951,0.0908597853256429,0,0,0.336885853049371,0,0,0,0.0850729099427783,0,0,0,0.0760973224488652,0,0,0,0,0,0
XMR,0,0.412521783209602,0.0951287540173471,0.0230430712385057,0,0,0,0,0,0,0.0298548840189613,0,0,0,0,0,0,0,0,0
TRX,0,0.400660561236932,0,0,0.0177756455366596,0,0,0.28564530869733,0,0,0.0527473386388669,0,0,0,0,0,0,0,0,-0.0133967510164438
MIOTA,0,0.0363704980761224,0.12665976567609,0,0,0,0,0,0,0.150633236696533,0,0,0,0.220917397432732,0,0,0,0,0,0
DASH,0,0.153959417054613,0.0584523203163705,0,0.194281160806175,0,0,0.00675060450845963,0,0.0142751860160803,0,0,0,0,0,0,0,0,0,0
BNB,0,0.129843470785334,0.0113915079082879,0,0,0,0,0,0,0.124194826999761,0,0,0,0,0,0,0,0,0,0
NEO,0,0.0644399445769006,0,0,0.0446180791799228,0,0,0.165895862720411,0,0,0.336291465506232,0,0,0,0,0,0,0,0,-0.00733502901209285
ETC,0,0.254288226023609,0.0153958569987232,0,0,0.017834977636552,0,0.101708280672108,0,0,0.0101964305974793,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866069804682
CVIX.INDEX,0,0,0.0000102879650691765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019296228364015
DXY.INDEX,0,0,-0.00618278550182524,0,0,0,0,0,-0.000748173231672564,0,0.000454052056168216,0,0,0,0,0.0333637778100323,0,0,0,-0.00675216837621779
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727147971095185
VIX.INDEX,0,-0.0324516947041048,0,0,0,0,0,0,-0.00226461412693685,0,0,0,0,-0.00304795711794565,0,0,0,0,-2.82205959172417,0
