,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.0412540650355172,0,0,0.0677820621267236,0.0381956960768925,0.18065376519324,0.200005342497499,0.0861834284932468,0.00965865665266492,0,0,0,0,0,0
ETH,0,0,0,0.0928003443470226,0,0.0331828006837782,0,0,0.136199126503543,0,0.188490894196706,0,0,0.0186905343160118,0,0,0,0,0,0
XRP,0,0,0,0,0,0.00857041067669959,0.0666154677078301,0.127680793388998,0,0,0.194201479387808,0,0.0381860549025762,0.0442178410465143,0.159721628078122,0,0,0,0,0
BCH,0,0,0,0,0.211192099502395,0,0,0,0.0430886531345671,0.124746686715501,0,0.0127258367185686,0,0,0.0289628291701373,0,0,0,0,0
LTC,0,0,0,0.14371014274939,0,0,0.0172458970942233,0,0,0,0.200579923934797,0,0.0737036903978173,0.0202521255438605,0.141062093029145,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.117741986181699,0,0,0.176386934131311,0,0.101427681966984,0,0.206410687063604,0,0,0,0,0
ADA,0,0,0.162047013121185,0,0,0.133121518852351,0,0.269594337544804,0,0,0.0509724770443187,0,0.0486421272211089,0.0637639417629871,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.376810258749027,0,0,0,0.0270182491293785,0,0.105219282514045,0,0.164967176722732,0,0,0,0,0
NEO,0,0,0,0.0242411012015533,0,0.00143523121714658,0,0.136956238128399,0,0.293108493382161,0.131795910460311,0,0,0,0.0700924878644674,0,0,0,0,0
MIOTA,0,0,0,0,0.092860074246966,0,0,0,0.0590283809661407,0,0.37993572361694,0,0.100066494635689,0.00483515992553791,0.0896342667237208,0,0,0,0,0
XMR,0,0,0,0,0.121114711417409,0,0,0,0.185085420315956,0,0,0.521160036331484,0.00708962166153388,0,0,0,0,0,0,0
DASH,0,0,0,0.243839430380095,0,0,-0.000000000000000000216840434497101,0.131889582389201,0,0,0.145222939846244,0,0.0603740483808704,0,0,0,0,0,0,0
TRX,0,0,0,0.216647834705012,0,0.107568583115242,0,0,0.133946309735762,0.219301589047756,0.0831292038458451,0,0,0.113555924524842,0,0,0,0,0,0.0615938182157205
XEM,0,0,0,0,0,0.0340486921038676,0.173802812569657,0,0,0,0,0,0.314679612579258,0,0,0,0,0,0,0
ETC,0,0,0,0.140805533237164,0,0.191291325551979,0,0,0.153656124692153,0,0,0,0.065594533139322,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199346638389839
CVIX.INDEX,0,0,0,0,0,0,0,0.00000576045872951173,0,0,0,0,0,0,0,0,0,0,0,0.0369856741354256
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342997259125059
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054465124492971
VIX.INDEX,0,0,0,-0.0292454705132849,0,-0.024941250448413,0,0,-0.0175253249821297,-0.018375124139926,0,0,0.096236133397273,0,0,0,0,0,-1.31985636081872,0
