,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.186695547668212,0.0342137330432296,0,0,0,0.0672819909226127,0,0,0,0,0,0,0
XRP,0,0,0.0738841098752184,-0.0445003930230274,0,0.15993597739462,0.102069368386172,0,0,0,0,0,0,0,-0.019646990339683
LTC,0.0744795413423262,0,0,0,0,0.469409931977008,0,0,0.0589909513529562,0.0949863379961614,0,0,0,0,0.0214748103061008
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0525573494423004,0.0285684773467036,0,0.139191371336994,0.0896959629582237,0,0,0,0,0,0,0,-0.0152063307086905
DOGE,0,0.0444397967593468,0.314771930745694,0.0135174982864763,0.162632425815869,0,0.0446581738305251,0.0549092315885943,0,0,0,0,0,0,0
XLM,0.416647077136568,0.112048701442864,0,-0.0283921541639123,0,0,0,0.10350359248159,0,0.00950537288650035,0,0,0,0,-0.00499648686860416
XMR,1.05287940978552,0,0,0.0145255404315104,0,0,0,0,0,0,0,0,0,0,0.0524969677182157
XEM,0,0,0.411465438759336,0.022018622950738,0,0,0,0,0,0.0170000125227523,0,0,0,0,0
DGB,0,0,0.45145781380962,0.0315322176610699,0,0,0,0,0.0352059720999026,0,0,0,0,0,-0.0854529306476179
BV010082.INDEX,0,0,0,-0.00645188689949088,0,0,0,0,0,0,0,0,0,0,-0.0404017926771353
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331109439178664
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173457090739704
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823660486939701
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
