,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.401199119460763,0.0456284827492375,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0872373008769131,0,0.242446182869051,0,0,0.141334363638824,0,-0.129935643790263,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.658036881845297,0,0,0,0.00180319640329631,0,0,0,0,0,0,0,0,0,0
XEM,0.391772989398211,-0.00000000000000000346944695195361,0,0,0,0.0381583514220014,0,0,0.596532464368893,0.0330989289268564,0,0,0,0,0
DASH,0,0.0772004048760054,0,0.0827871687637373,0,0,0,0,0,0.0285849557259866,0,0,0,0,0
DOGE,0.403548881557742,0,0,0,0.0236178403371724,0,0,0,0,0.016568701288492,0,0,0,0,0.032897532542149
XMR,0.61100138040882,-0.124249306370725,0,0,-0.0802378788618321,0.189792208123356,0.00413485360299411,0,0,0.0772574525044316,0,0,0,0,-0.0558532855596831
XLM,0.115687360085765,0.00000000000000000010842021724855,0,0,0.169505870921509,0,0.0783667336513402,0.0784845576785981,0,0,0,0,0,0,0.000909175794198771
DGB,0,0,0,0,0.0839900328026381,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418360567173001
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000197723796428483,0,0,0,0,0.231261451431543
DXY.INDEX,0,0.000000204416796522513,0,0,0,0,0,0,-0.00000000325507793898017,0,0,0.0326931190909295,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648263194560077
VIX.INDEX,0,0,0,0,0.00000182896073660385,0,0,0,0.00000555290916827956,0.00000181369278836198,0,0.575971913961632,0,0,0
