,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.437598540957197,0,0,0,0.0447757246219361,0,0.00121113745392793,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,-0.0659450713336603,-0.0662589828781688,0,0,0,0,0.103667701038747
XRP,0,0.0125404623462123,0,0,0.104340375706955,0,0,0,0.0210373582281835,0.0295923302379399,0,0,0,0,0
LTC,0.42964851569635,0,0,0,0.0122069039166866,0,0.00662671868136859,-0.00000000000000000010842021724855,0,0.00724614995869579,0,0,0,0,0
DOGE,0,0,0,0.717134174095885,0,0,0.125243842548743,0,0.0122306914749545,0,0,0,0,0,0
DASH,0,-0.234072811352654,0,0,0,0,0,-0.107386454842875,0,0.193513508675683,0,0,0,0,0
XLM,0,0,0.125417193032354,0,0.176925329264322,0,0,0,0.0293545855228817,0.0566193115439346,0,0,0,0,0
XMR,0.518464602002761,0.0705355578986491,-0.0621160342425338,0,0.00848153763734882,-0.143465624094885,0.200439585022036,0,0,0.0782327229157001,0,0,0,0,0
XEM,0,-0.100239600262857,0.344547415864557,0.221242868633309,0,0.351507744267481,0.405041891113627,0.231761493368099,0,0,0,0,0,0,-0.275520520141961
DGB,0.597902596648336,-0.0712292050864923,0.0486236763897287,0,0,0,0.172181099810569,0.000000000000000000867361737988404,0,0,0,0,0,0,0.198005683350659
BV010082.INDEX,0,0,0,0,0,0,0,0,0.00755838383368595,0,0,0,0,0,-0.0499839202798769
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0.000000606307433536361,0,0,0,0,0.0469876509810921
DXY.INDEX,0,0,0,0,-0.000000119741126436548,0,0,0,0,0,0,0,0,0,-0.00967390806067322
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112869462503313
VIX.INDEX,0,-0.0000386583128471008,0,0,0.000184065085931121,0,0,0,0,0.000119197520411102,0,0,0,-2.45349394687079,0
