,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.103187743261234,0.0391298831418422,0,0,0,0.080582771931766,0,0.00215240832786895,0,0,0,0,-0.00380517396530696
XRP,0,0,0.0575123247853469,-0.0426512063300693,0,0.152811076353677,0.110430208743431,0,0,0,0,0,0,0,-0.0249808614865112
LTC,0.366574490425638,0,0,0,0,0.371975756128235,0,0,0.0175088805502838,0.0810642059309148,0,0,0,0,0.0177558299262424
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0362114506824277,0.0304895114823187,0,0.0514203418485378,0.109674441109373,0,0,0.036623751641511,0,0,0,0,0
DOGE,0,0.035579386702378,0.348531919237247,0.0123358208070186,0.085009048538066,0,0.0682295752144897,0.0555794457227961,0,0,0,0,0,0,0
XLM,0.395720922888156,0.112777746225904,0,-0.0277797416610036,0,0,0,0.106148475743988,0.0112529435646124,0,0,0,0,0,0
XMR,1.05287940978552,0,-0.000000000000000000216840434497101,0.0145255404315104,0,0,0,0,0,0,0,0,0,0,0.0524969677182157
XEM,1.22056437691737,0,0,0.00988827983494963,-0.621594876341644,0,0,0.0353359233399992,0,0,0.276879804804078,0,0,0,-0.118290703944009
DGB,0.273215165232754,0,0.457178944673755,0.0189887191533696,0.0205840362787589,0,0,0,0,0,0,0,0,0,-0.137253066441013
BV010082.INDEX,0,0,0,-0.00423283113927025,0,0,0,0,0.0113161290644622,0,0,0,0,0,-0.0497573623710375
CVIX.INDEX,0,0,0,0.0000626849286719291,0,0,0,0,0.0000487112500625434,0,0,0,0,0,0.0592534752956722
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173457270058934
SPX.INDEX,0,0,0,0.0000000777833999384012,0,0,0,0,0,0,0,0,0,0,-0.080938594667004
VIX.INDEX,0,-0.0000989921219207289,0.0000440748593679021,0.000293276306108647,-0.000562991731354666,0,0,0.000136089929170009,0,-0.0000924520866322491,0,0,0,-3.14287553697499,0
