,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.062301808956238,0.0236100626054055,0,0,0.0504107682366119,0.0305190505782502,0,0.0738553838721054,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.252528461907081,0,0,0,0,0.0418117360295365,0.207959411340008,0.000000000000000000867361737988404,0.0544310660065732,0,0,0,0,0,0,0,0
XRP,0,0,0,0.0535613626839602,0.111028119438008,0,0,0,0.170615646455462,0.0198847827126967,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.22143416367955,0,0,0.104228116626007,0.0294025268383011,0.148408737070827,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.0851682565885943,0.1214553181405,0.126161709585088,0.151348396228117,0.0543370155507818,0,0,0,0,0,0,0,0
XLM,0,0,0,0.032358987934451,0,0,0,0.609390750641867,0.0471627470445697,0,0,0,0,0,0,0,0,0,0,-0.0262798772471032
LTC,0,0,0,0.355816541300164,0.0306822066696536,0,0,0,0.117187243472771,0,0.0288733732910787,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.174504150825773,0.160499543930309,0.186420040948904,0,0,0.0315515691638064,0.119588974195257,0,0,0,0,0.0979253803349344,0,0,0,0,0
MIOTA,0,0,0,0.216808537347291,0.0365128254161263,0,0,0,0,0,0,0.566253588765858,0,0,0,0,0,0,0,0
TRX,0,0,0,0.321698305488656,0.127670845421442,0.0561676973145348,0,0.0324910051241316,0.0822291951265344,0,0,0.00244399513460793,0,0,0,0,0,0,0,0
XMR,0,0,0,0.587849942585867,-0.000000000000000000867361737988404,0,0,0,0,0,0,0.0749966735527365,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.111791055840008,0,0,0.0539054747577035,0.307712754687246,0.116489378646608,0.154435284760647,0,0,0,0.0490516739449464,0,0,0,0,0
DASH,0,0,0,0.216249925327409,0,0.0697098720833677,0,0,0.00000000000000000173472347597681,0,0,0.173970449514537,0,0.0598102433598494,0,0,0,0,0,0
ETC,0,0,0,0.133690550961699,0,0,0.120831574859406,0,0.0950625474391051,0,0.110371533294827,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.0513930083297058,0.149518880779589,0.100100676703183,0,0.145907814210965,0,0,0,0.0378267148081068,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260929929669698
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060100090977158
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
