,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0309159493456098,0.0078320607484633,0.0468923144766072,0.0514499321798538,0,0,0,0.0131557344812976,0,0.069272250618216,0,0,0,0,0,0,0,0,0
ETH,0,0,0.137300909426912,0.193926366654533,0,0,0,0.0961854346811955,0,0.191324735892704,0.0201342428801682,0,0,0,0,0,0,0,0,0
XRP,0,0.158208437510183,0,0,0,0,0,0.267735086676038,0,0,0.14978404716752,0,0,0,0,0,0,0,0,-0.00753250434147973
BCH,0,0.270785745449351,0.0392559253764827,0,0.0844594556266159,0,0,0.0825379644909508,0,0.123625306766316,0,0.0508061990306221,0,0.021588898220447,0,0,0,0,0,0
EOS,0,0.26470989003113,0.0854110553307565,0,0,0,0,0.0790071358359456,0,0,0.116735496633186,0.0464466723250501,0,0,0,0,0,0,0,0
XLM,0,0,0.152958284624674,0,0,0,0,0.375305316080439,0,0.0245290950825746,0,0,0,0.0934624161466049,0,0,0,0,0,-0.018522183867685
LTC,0,0.0419298694983892,0.0237394009895393,0.0642249704510992,0,0,0,0.142228621464372,0,0,0.173705751975207,0.0364876243664499,0,0,0,0,0,0,0,0
ADA,0,0.151988200598746,0.124384688622835,0,0,0.102060648279083,0,0,0,0.159792052901702,0,0,0,0.0999891355300061,0,0,0,0,0,0
XMR,0,0.35813093446759,0.0785872486651478,0.00859985564088956,0,0,0,0,0,0,0.0664005334789071,0,0,0.0464117413287801,0,0,0,0,0,0
TRX,0,0.237391132971655,0,0.0112171111468107,0,0,0,0.360017798144591,0,0,0.219809183944649,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0998251759709981,0,0,0,0,0,0,0.244825493842614,0,0,0,0.26745919979116,0,0,0,0,0,0
DASH,0,0,0.0759160112085811,0,0.180849666273543,0,0,0.00148559417825614,0,0,0.12261465849617,0,0,0,0,0,0,0,0,0
BNB,0,0.0753604807094522,0.0228629514963206,0,0,0,0,0,0.0193570623619633,0.126272959503853,0.00395135585088259,0,0,0,0,0,0,0,0,0
NEO,0,0.033919884891073,0,0.0257632253042611,0,0,0,0.174166991351405,0,0,0.302453867950025,0.155291282312044,0,0,0,0,0,0,0,-0.010711667139857
ETC,0,0.255637886125242,0.0406316397063673,0,0,0,0,0,0,0,0.0880102576353548,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158167407290151
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00446370278151393,0,0,0,0,0,0,0,0,0.000556786062012105,0.000697594659842499,0,0,0,0.033693562459163,0,0,-0.00379341450531209
SPX.INDEX,0,0,0,0,0,0,0,0,0,0.0000000874311949767268,0,0,0,0,0,0,0,0,0,-0.0543437670911748
VIX.INDEX,0,-0.00000482057175512398,0,0,0,0,0,0,0.00000991478850255253,0,0,0.0000369958398261697,0,-0.0000651220507194022,0,0,0.263499598676159,0,-1.95724374452566,0
