,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.423779085845852,0.0171412494364155,0,0.196652945547325,0.0618343463169692,0,0.0220095724004522,0,0,0,0,0
XRP,0,0,0.212882578879893,0,0,0.104221178346945,-0.0570650167443676,0.0239603990431739,0,0,0,0,0,0
LTC,0.454400211883147,0,0,0,0,0,0,0.0188811146703004,0.0271850759412965,0,0,0,0,0.029002245913747
DASH,0.0220917311329181,0,0,0,0,0.655447104050847,-0.0215011413913689,0,0,0,0,0,0,0
XLM,0,0.0472397383879731,0,0.0509691970907114,0,0,0.132658629631727,-0.0502696496306812,0,0,0,0,0,0
DOGE,0.345438875900126,0,0,0.012152473459279,0,0,0.00729106150946734,0,0.0518275813656633,0,0,0,0,0
XMR,0.689140352082636,0,0,0.0424294247504679,0.215537270044348,0,0,-0.204192481193241,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.758982136655558,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,-0.0291770642035497,0.00996343840506923,0,0,0,0,0.0529752205816784
CVIX.INDEX,0,-0.0000100238984195834,0,0,0,0,0.00000333535044759496,-0.00000285651469807029,-0.0000115566265543985,0,0,0.878110721095451,0,0.0287626110311703
DXY.INDEX,0,0,0,0,0.000000895827082132702,0,0.0000000415873642792955,-0.000000105591264452545,-0.000000806972636905127,0,0.0397627893662878,0,0,0.0148943395772506
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889276342019339
VIX.INDEX,0,0,0,0,0.00000180945494391709,0,0,0,-0.0000000000000000000000264697796016969,0,0,0,-2.35059428533969,0
