,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0152230423666351,-0.000000000000000000867361737988404,0.0304733688104713,0.148498071609814,0,0,0,0,0,0.0660017188588993,0.0067674761289399,0,0,0,0,0,0,0,0
ETH,0,0,0.129800590613851,0.199831135491764,0.00190130396177977,0,0,0.0319257696983057,0,0.229947840038871,0.0334480060676205,0,0,0,0,0,0,0,0,0
XRP,0,0.140750824106547,0,0,0,0,0,0.308862386176107,0,0,0.174563082856227,0,0,0,0,0,0,0,0,0
BCH,0,0.282628176403653,0.0772956949450253,0,0.109606402355813,0,0,0,0,0.110977493973061,0.0266665459911585,0.0259772541245124,0,0,0,0,0,0,0,0
EOS,0,0.00000000000000000010842021724855,0.13768836347479,0.0963264799876826,0,0,0,0.168124600929516,0,0,0.071478353826133,0,0,0,0,0,0,0,0,0
XLM,0,0,0.143988896851461,0,0,0,0,0.356264158816336,0,0.0790365315057674,0,0,0,0.039892359984199,0,0,0,0,0,0
LTC,0,0.0531702399285792,0.0345933778722603,0.0454701154789093,0,0,0,0.184618578314315,0,0,0.0650501686682627,0,0,0,0,0,0,0,0,0
ADA,0,0.110061621275703,0.14085811741217,0,0.0235605753536574,0,0,0,0,0.223369527376835,0,0,0,0.194533459298677,0,0,0,0,0,0
XMR,0,0.374232612004312,0.0734155766970551,0.00180770450598861,0,0,0,0,0,0,0.0688394339028446,0,0,0.0574773133090173,0,0,0,0,0,0
TRX,0,0.22311254971867,0,0.0197667792870913,0,0,0,0.273355132738393,0,0,0.271215030534223,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0616710485951704,0,0,0,0,0,0,0.119056199456049,0,0,0,0.572690540021858,0,0,0,0,0,0
DASH,0,0,0.0816454889626064,0,0.16354502171568,0,0,0.00694088793847314,0,0.011679869620491,0.0531623748635011,0,0,0.0719517361085705,0,0,0,0,0,0
BNB,0,0.105544160481914,0.0100181329234936,0,0,0,0,0,0,0.117478730380399,0,0,0,0.0584492852389597,0,0,0,0,0,0
NEO,0,0,0.0230838141773146,0,0.0618598307247135,0,0,0.152044701714013,0,0,0.367268205211573,0,0,0,0,0,0,0,0,0
ETC,0,0.268576296059341,0.0469617827750388,0,0,0,0,0,0,0,0.0495141178748957,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866069804681
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00434532105795332,0,0,0,0,0,0,0,0,0.000275772921637591,0.00153102032534513,0,0,0,0.0368117201971024,0,0,-0.00331391473053846
SPX.INDEX,0,0,0,0,0,0,0,0,0.0000000875006509496753,0,0,0,0,0,0,0,0,0,0,-0.0534131220778813
VIX.INDEX,0,-0.00000530987329354254,0,0,0,0,0,0.0000146632857941798,0,0.00000925145903125716,0,0.0000284498991002578,0,-0.0000499799913028754,0,0,0.263512090130063,0,-1.95679010227421,0
