,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.532452383714597,-0.00740174352403792,0,0,0.0544900618633741,0.000000000000000000433680868994202,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0763810307181846,0,0,0,0.0989201187757833,0,0.0366584539192898,0.0144244422745715,0,0.0138630011455052,0,0,0,0,0
LTC,0.444169528431877,0,0,0,0.0134744853770556,0,0,0,0.000000000000000000216840434497101,0.00225442092888908,0,0,0,0,0
DOGE,0,0.0649866354350748,0,0.405809939018102,0,0,0.178870363396067,0,0,0.000227520698499231,0,0,0,0,0.0490005517510837
DASH,0,-0.163114884061732,0,0,0,0,0,0,0,0.127320259781711,0,0,0,0,0
XLM,0,0,0,0,0.179585773037973,0,0,0,0.0626822276062132,0.0813670758892419,0,0,0,0,0
XMR,0.285368858369184,0.0249458838814337,0,0,-0.0173900757044522,-0.270576046825178,0.390487284918899,0,0.110404364116748,0,0,0,0,0,-0.0361040264415715
XEM,0,0,0,0,0.064623218581776,0.341269427366896,0,0.147460773201566,0,0.16175742814132,0,0,0,0,0
DGB,0.430346308557013,0,0.449490903559204,0,0,0.0914094500353039,0.139181861718688,0,0.0326384759281406,0,0,0,0,0,0.15476432862855
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383164937572799
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0.000000615975912711915,0,0,0,0,0.052581293398242
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,-0.0000000763688265852916,-0.00000129568475372617,0,0,0,0,-0.123848688092782
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
