,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.020055186808821,0.0909707331161123,0.00096108301619325,0.0648028428159749,0,0,0,0,0,0.143801887623147,0,0,0.0116207418277401,0,0,0,0,0
ETH,0,0,0,0,0.0454434210399978,0.095672867855812,0,0.292301247096782,0.0465675176986564,0,0.0241537610692338,0,0,0,0.0485258250556006,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.102167650753095,0,0,0.191965910861046,0,0.0218990770807585,0.0485250187900919,0,0,0,0,0
BCH,0,0,0,0,0.218185171278727,0.18709193729403,0,0,0.0728646929288876,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0394840322739586,0.457904302303088,0,0.11935032787345,0,0,0.00971389342973732,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0.164449617790562,0,0.205022516353818,0.011062175028301,0,0,0,0.00134214204045817,0,0.00170583735384296,0.112393463353488,0,0,0.0475794325481784,0,0,0,0,0
BNB,0,0,0,0,0.211663660061503,0,0,0,0,0,0.169350138292184,0,0,0,0,0,0,0,0,-0.0730766401712389
XLM,0,0.074811839065488,0,0,0,0.0578249825878164,0,0,0.139703324252376,0,0,0.0730652297356628,0.156288497739312,0,0.0398652161820642,0,0,0,0,0
ADA,0,0,0.174767456329746,0.297707280225851,0.0742439477130766,0,0,0,0,0,0.00572655605879722,0.0140575683634586,0,0,0.0541405451639114,0,0,0,0,0
TRX,0,0,0.274511061831251,0,0.0477612952750817,0.0910570246713605,0,0.120337547445415,0.0682419338656252,0,0.0277888431224867,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0.178223415287527,0.0749339153674066,0,0,0,0,0.0689795580244509,0,0.0321982286755603,0,0,0,0,0,0,0,0
XMR,0,0,0.00000000000000000173472347597681,0,0.0339874378325889,0.0449003649066197,0,0.218512436325797,0,0,0.0326104490547399,0,0.145488534445481,0,0.0486501439641177,0,0,0,0,0
DASH,0,0,0,0.0175756413846964,0,0,0,0.182457472100392,0.0302215739654521,0.0261272729556235,0,0.11396268076957,0,0,0.0370647722311185,0,0,0,0,0
MIOTA,0,0,0.18148957069254,0,0,0,0,0.0592473886170486,0.0982075051067751,0,0.0513349928324491,0.270826276153226,0,0,0,0,0,0,0,0
XTZ,0,0,0.0318131513873668,0,0,0,0,0.204027401248963,0.300941236861478,0,0,0.375967002133396,0.0219255528436414,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.0175084498307656,0,0.0218176281503792,0,0,0,0,0,0,0,0,-0.0618628838041079
CVIX.INDEX,0,0,0,-0.014854282666262,0,0,0,0,0,0,-0.0299640172898419,0,0,0,0,0,0,0,0,0.0587631102158744
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625004107343749
VIX.INDEX,0,0,0,-0.00000561915225486898,0,0,0,0,0,0,0,0,0,0,0,0,0.179719991719547,0,0,0
