,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.019882187541763,0.00381297993020305,0,0,0,0.101726059149229,0,0,0,0,0,0.0614001603911459,0,0,0,0,0
ETH,0,0,0,0,0.0611998079655798,0.0165871900874531,0.108057588046294,0,-0.0158728247038717,0,0.00493917076730136,0.125790741663007,0,0,0,0,0,0,0
XRP,0,0,0,0,-0.11604462356778,0,0,0,0,0.454412246458495,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.114999800106549,0.0929469596572562,0.113962866148941,0,0,0,0,0,0,0
ETC,0,0.314681933785627,-0.090187224433428,0,0,0,0,0,-0.0316066003355512,0,0,0,0,0.286785512933634,0,0,0,0,0
LTC,0,-0.0609449703379407,0,0.0688547136211115,0,0,0.153684652097701,0.253606960062081,-0.0541200066555425,0.0107549725766319,0,0,0,0.150303813729715,0,0,0,0,0.0359070692535248
DASH,0,0.0445416594747513,0,0,0.019521391038842,0.0787823475936362,0,0.177002060696319,0,0,0,0,0,0.0021404077947267,0,0,0,0,0
XMR,0,0,0.0343327325094119,0.106023685510276,0,0,0.27883467750261,0,0,0.0274459794511706,0,0.00294690152435502,0,0.0142364980910111,0,0,0,0,0
DGB,0,0,-0.187135593377649,0,-0.348823710638528,-0.170610806260961,0,0.159311857195752,0,0.150233971743274,0.65861331642861,0,0.0340904462669785,0,0,0,0,0,-0.704375125988966
XLM,0,0,0.471148607258507,0,0,0,0,0.149657844895831,0.0148795916874722,0,0.091222912009859,0,0,0,0,0,0,0,0
DOGE,0,0,-0.000000000000000000433680868994202,0.150089389542094,0,0.247565432901628,0,0,0.0735619301932367,0.0895335594406263,0,0.00923552902661978,0,0.0521922277733452,0,0,0,0,0
ZEC,0,0.252795282734237,0,0.0564668126732432,0,0,0,0,0,0.0308039274224533,0.0196885253026562,0,0,0.0384574342750373,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.0280797144755709,0,0.262529952410074,0,0,0.11081292066264,0,0,0.060721051709697,0.109225978679064,0,0,0,0,0,0,-0.107263142895156
BV010082.INDEX,0,0,0,-0.00545634348754718,0,0,0,0,0,0,-0.00805389243857064,0,0,0.0290626875221796,0,0,0,0,-0.0649546075987258
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,-0.0029155152007192,-0.000461072979017624,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0.00108626400901518,0.000213225299951121,0,0,0,0,0,0,0,0,-0.0308639602835894
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
