,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0769877218510011,0.0918111983285956,0.512973410935124,0,0.19034198784196,0,0,0,0,0,0
XRP,0.0406116412998229,0,0,0,0.221946215790102,0.136105373862242,0.115533113587758,0.0359682381325177,0,0,0,0,0
LTC,0.569385725713233,0,0,0,0,0,0.0250592044632279,0,0,0,0,0,0
DASH,0.674353950518392,0,0.126720724809252,0,0.0894337652825495,0,-0.0476423004567493,0,0,0,0,0,0
DOGE,0.296794842727431,0,0.125642377431849,0,0,0,0.135002007358762,0,0,0,0,0,0
XLM,0.168260780271242,0.2826596452911,0,0,0.271614454295974,0,0,0,0,0,0,0,0
XMR,0.523330596484585,0.158460271968237,0.0336941704485797,0,0.25597503319221,0,0,0,0,0,0,0,0
DGB,0.594898329681197,0,0.172946574736787,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00000016633205659742,0,0,0,0,0,-0.0792632070973462
VIX.INDEX,0,0.0000184798908238743,0,0,0,0,-0.0000556745246573579,0.00000699195489878334,0,0,0,-3.70327429385665,0
