,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0498613803996228,0.107328241811151,0.0457104891172485,0.46094229962478,0.0160832212414238,0.0499471070817357,0,0,0,0,0,0
XRP,0.295501118700059,0,0.0325785934705592,0,0,0.21617708815025,0,0.0310281396073646,0,0,0,0,0
LTC,0.543845756938266,0,0,0,0,0,0.0205896732626942,0.00895441646564638,0,0,0,0,0
DASH,0.575833349776136,0,0.127407025172087,0,0.115939361631993,0,0,0.00230385405823473,0,0,0,0,0
DOGE,0.406201819561416,0,0.151464266202554,0,0,0,0.00786321033315169,0.00396374022227682,0,0,0,0,0
XLM,0.232195733695875,0.181429622863913,0,0,0.186870676547502,0,0,0,0,0,0,0,-0.0504310771711194
XMR,0.924096914764552,0.0355696516792187,0,0,0.164730748318256,-0.175606144835987,0,0.0170742212448431,0,0,0,0,0.0479887214731354
DGB,0.629896758757735,0,0,0.0153278888198629,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.0000006814482870329,0.0000000000000000000000264697796016969,0,0,0,0,-0.0878979278085815
VIX.INDEX,0,0,-0.0000000860308494836313,0,0,0,-0.0000000743812858091666,0.0000000201950324108512,0,0.0000000454255870308923,0,-2.85638064137095,0
