,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0937995193313433,0.0392362382038821,0.0608793595454114,0.0299625406246464,0,0,0,0.0327751266304004,0,0,0,0,0.0182829745591466
XRP,0,0,0.00862718770136623,-0.0344194364401227,-0.103857623383834,0.314997714831719,0,-0.0544544035958161,0,0,0,-0.164540207927258,0,0,-0.0492271308467135
LTC,0,0,0,0.0500358098280865,0,0.334584498191207,0,0,0.137075086215669,0,0,0,0,0,0.220790998364283
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.120425025448989,0,0.0690074421941451,0.0235526585048632,0,0.131409669512242,0,0,0,0,0,0,0,0,0
DOGE,0,0.179597048330522,0.168143770516384,0.0249696448675019,0.320363513098366,0,0,0,0,0,0,0,0,0,0.00257834461769302
XLM,0,0.167112036500962,-0.0161504446607552,-0.0211945388741166,0,0.256505825050659,0,0,0.0751698368620595,0.189271020779367,0,0,0,0,0
XMR,0.511998449464916,0,-0.0162851866076265,0.0392716272834896,0,0,0,0,-0.0544116911983207,0.213594865693845,0,0,0,0,0.0133587092489113
XEM,0,0,0,0.0492104647577788,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.0222019920092164,0.0366010656995551,0,0.0975445917452398,0.131304566373498,0.1841421309727,0.0540662911442434,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.0188377985743322,0,0,0,0,0,0,0,0,0,0,-0.0583551166070624
CVIX.INDEX,0,0,0,0.016810805554386,0,0,0,0,0,0,0,0,0,0,0.0506223201638571
DXY.INDEX,0,0,0,0.00252539632998264,0,0,0,0,0,0,0,0,0,0,-0.0187470942070297
SPX.INDEX,0,0,0,0.00352617425935822,0,0,0,0,0,0,0,0,0,0,-0.061191750720417
VIX.INDEX,0,0,0.00931285055409357,0.0195856932688447,0,0.113163871949183,0,0,0.0363146699978714,0.00423526610470658,-0.0000000000000000000542101086242752,0,0,-2.8575512285466,0
