,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0332874257991738,0,0.0380129658453554,0,0,0,0,0,-0.000854559613297836,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0.492917854344005,0,0.0463711826647567,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.739134898217448,-0.034537055333379,0,0,-0.0200266284552665,0.0318324243450268,-0.00769363576434157,-0.0114037697251709,0,0.00446319395019624,0,0,0,0,-0.0243470438027283
DASH,0,0.0290886951056142,0,-0.281494506221663,0,0,0,0.0402440667003862,0,0,0,0,0,0,0.0752218423214158
DOGE,0,0,0,0.187026955280738,0,0,-0.024138063180561,0,0,0.0133486316847177,0,0,0,0,0.0220558291663228
XEM,0,0,0.160790486050033,-0.249342057050784,0,-0.184887512486184,0,0,0,0,0,-0.15497904268726,0,0,0
XMR,0,0.331526033351099,0,0,0,0,0,0,0.0758637206784877,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0.178658422342103,0,0,0,0,0.313663062585929,0.133747147819549,0,0,0,0,0,0,-0.111165030820944
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107138743114075
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0.000000165247245535492,0,0,0,0,0.0696273309756558
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878951710120193
VIX.INDEX,0,0,0,0,0,0.000014567024604338,0,0,0,-0.0000101982370308781,0,0.530333788762155,0,0,0
