,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0512163813106631,0,0.0589544430667689,0,0,0,0.0286613480775748,0,0,0,0,0
XRP,0,0,0.0427301576557256,0,0.198799302359913,0,-0.072893023729563,0,0,0,0,0,0,0
LTC,0,0,0,0,0.0909058324815601,0,0,0.133973854239884,0,0,0,0,0,0.199331076035674
DASH,0,0,0.0716039730664463,0,0.154064472087929,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.108962007836499,0.317778769318939,0,0.0116087665742672,0,0,0,0,0,0,0,0
XLM,0,0.0344992274854012,0,0,0.256300303843195,0,0.0761412211105287,0,0.0791079713254361,0,0,0,0,0
XMR,0.192243022472231,0,-0.0425410773329513,0,0,0.101605711256396,0,0,0.299081581279642,0,0,0,0,0.0275819869308105
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0789810165561373,0,0.356898802456648,0.0365257703970609,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.000205209087676286,0,0,0,0,0,0,0,0,0,0,-0.0527742682907269
CVIX.INDEX,0,0,0.00000131196823859054,0,0,0,0,0,0,0,0,0,0,0.0546406435841446
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187469668065031
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664441519728872
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
