,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.113237966163679,0,0,0.0765170976392105,0,0.119296915365013,0.0406793496292069,0,0.0256236894113427,0.0886503811125004,0,0,0.0000000000000000000135525271560688,0.00212731375067215,0,0,0,0,0
ETH,0,0,0,0,0.144965951358685,0,0.0115272949205922,0.0159790534245998,0.00966298791051522,0.103940809133297,0,0,0,0.0188565099520757,0,0,0,0,0,0
XRP,0,0,0,0,0.0207873189767844,0,0.0979541887929121,0.0118016085887624,0.298925776404184,0,0,0,0,0.113293811188709,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.154079402809551,0,0.0280247368030531,0.234361017700097,0,0,0.00903840660958919,0,0,0,0,0,0
LTC,0,0.0818091843015418,0.0439387755917035,0,0,0,0.0259782145439114,0.0662559950510085,0,0,0.667630478847561,0,0,0,0.0366030162386054,0,0,0,0,0
DASH,0,0.00925482353160196,0,0,0.00967612094302167,0,0.0957936049938383,0,0,0.0680422883955699,0,0,0.29899837895274,0,0.00060832938454772,0,0,0,0,0
XEM,0.27341932820929,0.152867074542477,0,0.0301399759581791,0,0,0,0,0.0282945472815371,0.114170507801633,0,0,0,0.116667358417562,0,0,0,0,0,0
NEO,0,0.437937557719415,0,0.384139101547219,0,0,0,0,-0.113515471738076,0,0,0,0,0.0645134701905956,0.0896282748356143,0,0,0,0,0
XMR,0,0,0.1041339946901,0,0,0,0.152268594142173,0.0175372872461143,0,0.000000000000000000867361737988404,0,0,0.260889604700073,0.0138813607425245,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.168878671950557,0.198560405975351,0.0429170646163577,0,0,0,0,0.105525611108219,0.0472726993516998,0.217825169151164,0,0,0,0,0
ETC,0,0,0,0,0.32692655361296,0,0,0,0,0.052266223264089,0,0,0,0.0116456746086437,-0.000000000000000000433680868994202,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0,0.0582404456950569,0.164568678847859,0.0191073872976727,0.0936395098386954,0.0583831216768028,0,0,0,0.00630900432327197,0.0684535705495697,0,0,0,0,0
XLM,0,0,0.416431957190689,0,0,0,0,0.0295450916531446,0.112835829737062,0.13721625875952,0.300514685398356,0,0.105030183127193,0,0,0,0,0,0,0
EOS,0,0,0,0,0.132740950216404,0,0,0.109654710434389,0,0.0273640328705937,0.00000000000000000173472347597681,0,0.0434851794084718,0.0100952601735297,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0433244915870468,0,-0.00558866427822198,0,0,0.0106465879137775,0,0,0,0,0,0,0.0287918657610667,0,0,0,0,-0.0353609464526362
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,-0.00000727275370463511,0,0,-0.00000190855415368495,0,0,0,0,-0.000001097163878227,0,0,0,0,0,-0.0219997904047739
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
