,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.48962289961653,0,0.0111738008844767,0,0,0.0912572985670855,-0.00163433216397856,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.598271213467334,0,0,0,0,0,0,0,0.0114330304802565,0,0,0,0,0,-0.00370817811598678
ETH,0,0,0,0,0,0,0,0.153783970574938,0,0,0,0,0,0,0.0213941762398626
DASH,0.0683051282659053,0.0863879288040358,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.416336530992698,0,0.0471013841269687,0,0,0,0,0,0.0456337118035797,0,0,0,0,0,0
XLM,0,0.105454098937037,0.221399018789204,0,0,0,0,0,0.0237946734152638,0.101675027645384,0,0,0,0,0
XMR,0.686326236500585,0,0,0,-0.126062560817449,0,0,0,-0.0142287299258241,0.0121596984648368,0,0,0,0,0.0350471938369991
XEM,0,0.0742558230229129,0.103586308740527,0,0,0.496614180962933,0.17452200357024,0,0,0.0942393830716511,0,0,0,0,0
DGB,0.511850255753419,-0.200586071934398,0,0,-0.0789876175730149,0,0.37631192589543,0.00000000000000000693889390390723,0.0290456492896351,0,0,0,0,0,0.16159362076513
BV010082.INDEX,0,0.00160975755702501,0,0,0,0,0,0,0.00683870266385601,0,0,0,0,0,-0.0362757046880519
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903059522584762
VIX.INDEX,0,0.0000769145519726068,0,0,0,0,0,0,-0.0000244218290343209,0.0000906297346572284,0,0,0,-3.12003533779566,0
