,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.059645198680427,0,0,0.0707536416677087,0,0.0043978462264866,0,0.0161500878879111,0,0,0.15259851422003,0,0,0,0,0,0
ETH,0,0,0.0751182656270598,0.0658007083048383,0,0,0.0823099775800289,0,0.178950465709448,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.0511281229790222,0.0540882389129772,0,0.128302662297437,0.0145490655391606,0.0266733979703847,0,0,0,0,0.295133829663311,0,0,0,0,0,0
BCH,0,0,0,0,0.0144694512378373,0,0.0767130681554817,0,0.141060438542453,0.00891389808019126,0,0,0.344175280778657,0.0481339340498386,0,0,0,0,0,0
EOS,0,0,0.158133265865402,0,0,0,0.000000000000000000867361737988404,0.156512323652992,0,0.182383127798507,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0886676199288725,0.173101082392708,0.0509369414046962,0,0,0,0.033271453526223,0.0265766886633263,0,0,0,0.119707090916711,0,0,0,0,0,0
ADA,0,0,0.271489806169597,0.0303992920773574,0.0300869782029465,0,0,0.249468601033789,0.0733353499801864,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.100887227948608,0,0.284403518036596,0,0.0673461331184196,0,0,0,0,0.214512899270969,0,0,0,0,0,0
MIOTA,0,0,0.0811835722469339,0.250594858188035,0,0,0.188378767635587,0,0,0,0,0,0.103949635059037,0.115415134291222,0,0,0,0,0,0
TRX,0,0,0,0.0245080641265494,0.17291403912752,0,0,0.366024145324103,0,0,0.211186776227717,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0788419889808599,0.0603140052925788,0,0.0671861677575368,0.0468584830794601,0.171606504303997,0,0,0,0,0.223424663162937,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0.0352320822116174,0.0597584700980328,-0.0000000000000000138777878078145,0.00177265258676556,0,0,0.390849727280259,0.0575986442453015,0,0,0,0,0,0
DASH,0,0,0,0.186754245936704,0,0,0,0.0881020665910637,0.150672813992593,0.0589896992163042,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0.0190595232810588,0.0343784432305519,0,0,0,0.181391772229459,0.254640869965085,0.00956931780320143,0.0381309103398858,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0.0781700467395734,0.0153955062412649,0,0.120241869608244,0,0.0856657372944737,0,0,0,0,0.0688738348059785,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0124148187313302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792661773696294
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00000418393610951113,0,0,0,0,0,0,0,0,0,0,0,0,-0.096789246698191
VIX.INDEX,0,0,0,0.0000568569417480765,-0.0465618373263817,0,0.00721250131695356,-0.0517683084511909,0.0277472119084456,0,0.0242101053158037,0.0122931285702289,0,0,0,0,0,0,-2.74972863108881,0
