,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0877237415492272,0.0402538792494144,0,0,0,0,0,0,0.0261132301974373,0.216089866850422,0.0720778681917491,0,0,0,0,0,0
XRP,0,0,0,0.0747649418452346,0.0680309338688151,0.03247759013595,0,0,0,0.1983682963004,0.040505103981688,0.00708165815698322,0,0,0,0,0,0,0,0
ETH,0,0,0,0.165888411315229,0.1109704679718,0,0,0,0,0.0660816795482619,0.0431110550660949,0,0.151289546380636,0.0687490749675908,0,0,0,0,0,0
BCH,0,0,0,0,0.106895648990812,0,0.0079074790211329,0,0.102835421306165,0.413747750696565,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0.566256596467085,0,0,0,0.0987764548963631,0,0,0,0,0,0
XLM,0,0,0,0.0966244984923231,0.170452503864521,0,0,0,0,0.134127303312996,0,0,0.187750492054129,0.0174788440489482,0,0,0,0,0,0
LTC,0,0,0.0633186845338943,0,0.134425069071173,0,0,0,0,0.279034837862661,0.0237792613830961,0,0,0.0978388309298052,0,0,0,0,0,0
TRX,0,0,0,0.105233596020993,0,0,0,0,0,0.452397187359302,0,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0.63892273758935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.332887056284184,0.129880875645991,0.184320083253214,0,0,0.138871318091609,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.213008093904067,0.12649716853993,0.123067803312073,0,0,0,0.0380950345950242,0.00886227168375115,0,0,0,0.220532588347519,0,0,0,0,0,0
BNB,0,0,0,0,0.0647919470834044,0.079931678664165,0,0.0230400596928869,0,0.461141108595342,0,0,0,-0.00000000000000000173472347597681,0,0,0,0,0,0
XMR,0,0,0.0387584447392113,0.0906647367090103,0.0808576057567439,0,0,0,0.00325137392330418,0.0796971269501203,0,0,0,0.35167785140993,0,0,0,0,0,0
DASH,0,0,0.0602117773439834,0.109372292065644,0.161497523791032,0,0,0,0,0,0,0,0.174240024849529,0,0,0,0,0,0,0
XEM,0,0,0,0.112147431242382,0,0,0,0,0,0.0938234271634205,0,0,0.0639336565309822,0.114606461738056,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.00368517625268878,0,0,0,0,0,0,0,0,0,0,-0.0564618656447478
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332758940443788
SPX.INDEX,0,0,0,0,0,0,0,0,0.00000000790492747446755,0,0,0,0,0,0,0,0,0,0,-0.141599534421976
VIX.INDEX,0,0,0,-0.00000128701846830111,0,0,0,0.00000990559337926039,0,0,0,0,0,0,0,-0.304461136416406,0,0,-2.7126495351373,0
