,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.51100724657565,0,0,0,0.0570035245502797,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.101871065054667,0,0,0,0.021697144349607,0.0274640721534764,0,0,0,0,0
LTC,0.46099677343354,0,0,0,0.0117087918051549,0,0.0136205690861094,0.00494100561860078,0,0.00294168916797616,0,0,0,0,0
DOGE,0,0,0,0.69839091961095,0,0,0.101820182858363,0,0.0431666643907768,0,0,0,0,0,0
DASH,0.209269319895877,-0.301649842537206,0,0,0,0,-0.127234289670519,0,0,0.138572235076969,0,0,0,0,0
XLM,0,0,0,0,0.162296443128073,0,0,0,0.0120506609148425,0.144752973126009,0,0,0,0,0
XMR,0.635061875411132,0,0,0,0,-0.120160628500799,0.195220263479718,0,0,0.00992384761702307,0,0,0,0,0
XEM,0.430166079414381,-0.0278089439661061,0,0,0.0591517502401352,0.28880337588865,0,0,0,0.198871295015489,0,0,0,0,0
DGB,0.314032998804042,0,0.319187991684473,0,0,0.205828036989646,0.282607533700652,0,0.010082523748023,0,0,0,0,0,0.0821768252085727
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383164937572799
CVIX.INDEX,0,0,0,0,0,0,0,0,-0.00000314766808225855,0.00000919735777651804,0,0,0,0,0.0525811767663199
DXY.INDEX,0,0,0,0,-0.000000835235912526603,0,0,0,0,0,0,0,0,0,-0.00967996424159701
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.000000147017973687456,0,0,0,0,-0.112870710389379
VIX.INDEX,0,0.000000000000000000433680868994202,0,0,0.0321811978943168,0.00412851899496791,0,0,-0.00161226186367123,0.0136809072196954,0,0,0,-3.69743561619299,0
