,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.443159765922619,0.0359172082555703,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0510966037811351,0,0.192148510530908,0,0,0.142212410551625,0,-0.146682069323913,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.594006647801325,0,0,0,0.0010599880941079,0,0,0,0,0,0,0,0,0,-0.00695140876020944
XEM,0.396668894480377,0.0396000832495401,0,0,0,0,0,0,0.533650251145011,0.044399186569188,0,0,0,0,0
DASH,0.103184129980877,0.0560352026389067,0.0834335776823357,0.0834862974605114,-0.0394728787805818,0,0,0,0.0122637046850378,0.0563328394498657,0,0,0,0,0
DOGE,0.300609715830586,0,0,0,0.00998160264426301,0,0,0,0,0,0,0,0,0,0.0324799981586999
XMR,0.580593629353543,-0.0545194592378462,0,0,-0.0273291643783738,0,0,0,-0.0416190640608941,0.041920120696281,0,0,0,0,-0.063162514797327
XLM,0,0,0,0,0.196148231533634,0,0,0,0,0,0,0,0,0,0
DGB,0,0.0776092823651788,0,0,0.10491212717511,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624650585360372
CVIX.INDEX,0,-0.00000746482562696398,0,0,0,0,0,0,0,-0.0000179128994692596,0,0,0,0,0.231237792725597
DXY.INDEX,0,0,0,0,0.000000014663888529472,0,0,0,0,0,0,0.0326936084594023,0,0,0
SPX.INDEX,0,0,0,0,-0.00000100002207688018,0,0,0,0,0,0,0,0,0,-0.0648309156516771
VIX.INDEX,0,0,0,0,0.000333761720370031,0,0,0,0,0,0,0.401743941203805,0,0,0
