,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0340855845266694,0.0206334345420111,0.144399586764012,0,0,0,0,0.0188540085685828,0.00394365207805648,0,0,0,0,0
ETH,-0.567517944365321,0,0,-0.124782775659638,0,-0.0700001254964106,0,0.281599760413458,0,0,0,0,0,0,0.137625463696355
XRP,0.54257907162719,0.0519058374354254,0,0,0.0911638872658788,0.0779294185071321,-0.00915530992683081,0,0.0793913446145864,-0.0329636601183018,0,0,0,0,0
LTC,0.435981150903015,-0.0122152653373476,0,0,0,0.0139898755980005,0,0,0.0234534536596814,-0.00328041573814681,0,0,0,0,0
DASH,0,0.116155245870045,0,-0.0604758127171524,0,0,-0.0215459213580603,0.106199369585313,0,-0.0675657362672722,0,0,0,0,0.12947587238686
DOGE,0,0,0,0.133218812398405,0,0,0,-0.00862820676342883,0.0559154559576922,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.0772013281110407,0,0,0,0,0
XMR,0,0.297919552934139,0,0,0.255833998535417,0,0,0,0.120462602334106,0.102103862713643,0,0,0,0,-0.0799066120641331
XLM,0,0,0,0,0,0,0.165488105617192,0,0,-0.000000000000000000433680868994202,0,0,0,0,0
DGB,0,0.115977166076775,0,0,0,0,0.152753927997243,0.186736993938179,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0230580057722916,0,0,0,0,0,0,0,0,0,0,0,0,-0.11775528995075
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.00231452307944106,0,0,0,0.00108768962017922,0,0.00281615627734499,0,0.0322477769014218,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479895191858906
VIX.INDEX,0,0.00000641386305305636,0,0,-0.0000125909420655839,0.0000186457703531176,0,0.00000225385312571303,0,-0.0000119033479778475,0,0.386148211357879,0,-1.29863217719889,0
