,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,TRX,MIOTA,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.025428984704126,0,0.0486090420387566,0.00495961551283572,0,0.108679058514466,0,0,0,0.00540280107592499,0.0102768458354754,0,0.145786709040945,0,0,0,0,0,0
ETH,0,0,0.25544930854145,0.0761333832512476,0.00581966490748278,0,0.0796309017711527,0,0,0.0872694891202203,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.000000000000000000433680868994202,0.00655737927503775,0,0.0611253487991759,0.0907787116298255,0,0.10850630422179,0.0088526660274039,0,0,0.169628517868856,0,0,0,0,0,0
BCH,0,0,0,0,0.0010575158842225,0,0.0138621865852031,0.0637403790992597,0,0.189387562335932,0,0.22754618581485,0,0,0.114388706215158,0,0,0,0,0
EOS,0,0,0.21611462963007,0,0,0,0.122999183640812,0.00663652560669214,0.190708946495461,0,0,0,0,0,0,0,0,0,0,-0.0383788275583702
LTC,0,0.361802478697516,0.0236568439519175,0.136355499159589,0.00284815786340419,0,0,0.0657319681787966,0,0.0576056903920812,0.00914729761350291,0,0,0,0.0166167316779268,0,0,0,0,0
ADA,0,0,0.237695367081786,0,0.0675600041872105,0,0,0.265204381699631,0,0,0.000000000000000000867361737988404,0,0,0.0782766725874447,0,0,0,0,0,0
XLM,0,0,0.120607705400578,0,0.0659315243043524,0,0.241057236532736,0,0.0129265765958456,0,0.00719507402710666,0,0,0.310104748652099,0,0,0,0,0,0
TRX,0,0,0,0.0719461635757183,0.203482330416861,0,0,0.362197143228028,0,0.00000000000000000346944695195361,0,0,0,0.116792777413578,0,0,0,0,0,0.174348101800851
MIOTA,0,0,0,0.2582760808926,0,0,0.194493814056614,0,0,0,0,0.0900688359309965,0,0.114998745834781,0,0,0,0,0,0
NEO,0,0,0,0.0594747253008844,-0.000000000000000000867361737988404,0,0.0762088299605256,0.0451362946699419,0.0228833117573843,0,0,0,0,0.306927541245833,0.0818134603376712,0,0,0,0,0
DASH,0,0,0,0.113199795068045,0.0351137708465201,0,0,0.0738882554150567,0.0368319924687203,0.354459459644034,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.039118971048145,0.00318992835108409,0,0,0.100669390730361,0,0,0.0588429006846365,0.192539993725815,0,0.143285585416893,0,0,0,0,0,0
XEM,0,0,0,0.00378809844414994,0,0,0.0918705657246434,0.208196375635325,0.0167279617276922,0.246699438142094,0.00833014938333806,0,0,0,0.0645495033931258,0,0,0,0,0
ETC,0,0,0,0.122847704862415,0,0,0,0.000459746343985431,0,0,0,0.112642909115454,0,0.222282706420852,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.00411379679417116,0.0393511803342216,0,0,0,-0.018373349850659,0,0,0,0,0,0,0,0,0,0,-0.0404146911280581
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100857840406274
VIX.INDEX,0,0,0,0,-0.0572556526066271,0,0,-0.0133159965087201,0,0.0107033951272003,0.00867760650787972,0,0,0,0,0,0,0,-2.44295705050312,0
