,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.260300723255215,0.0502321731071041,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.103419653865263,0,0.0669584458393122,0,0,0.125143915914694,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.658036881845296,0,0,0,0.0018031964032964,0,0,0,0,0,0,0,0,0,0
XEM,0.358912921866821,0,0,0,0,0,0,0,0.629425258838471,0.0601922523685783,0,0,0,0,0
DASH,0.229903118154103,0.0565325449530025,0.0990677825690425,0,-0.0435651846120043,0,0,0,0.0121351143959702,0.0480508193089376,0,0,0,0,0
DOGE,0.399825057996546,0,0,0,0.0225891607917605,0,0,0.00784028104457954,0,0.0149616884522309,0,0,0,0,0.0336565839317857
XMR,0.483637769063361,0,0,0,0,0,0.0693178462093836,0,0,0,0,0,0,0,-0.0392815557449862
XLM,0,0,0,0.0791038791220572,0.173186307758863,0,0.0676604795988243,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0837601075289417,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753867863417872
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000125224765106317,0,0,0,0,0.252451234934856
DXY.INDEX,0,0,0,0,0,0,-0.00000040099121649496,0,0,0,0,0.032695008877935,0,0,0
SPX.INDEX,0,0,0,0,-0.00000169843197981566,0,0,0,0,0,0,0,0,0,-0.0648309412597877
VIX.INDEX,0,0,0,0,0.00000127751764388746,0,0,0,0.00000357382797337977,0,0,0.57599171805914,0,0,0
