,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.690616518822818,0.0121682644526494,-0.00747355865549132,0.0285776140287849,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0550185080218838,0,0,0,0,0.101786347991295,0.0123037116308775,0,0,0.0259502350365767,0,0,0,0,0
LTC,0.453327488336438,-0.0013288277654729,0,0,0,0.0165787858309463,-0.00000000000000000010842021724855,0,0,0.00328926295277353,0,0,0,0,0
DASH,0,-0.150697363570854,0,0,0,0,0.0708952947796769,-0.221529475487038,0.0369320267150093,0.160106796658567,0,0,0,0,0
DOGE,0,0.0643686456043717,0,0.536444717597432,0,0,0.00907085545348607,0.175871405130109,-0.034010330310025,0.0107628103254481,0,0,0,0,0.0512542164811892
XMR,0,0,0,0,0,0,0,0.227476194266221,0,0,0,0,0,0,-0.0325007773123919
XLM,0,0,0,0,0,0.190031748010693,0,0,0.0412946278763489,0.0621733994457327,0,0,0,0,0
XEM,0,-0.0644491422553653,0,0.574069670109141,0.303264254744261,0.0221632367608029,0,0.214925106255804,0,0.118450379042148,0,0,0,0,-0.141204035817866
DGB,0.336137919669669,0,0.402387281314227,0,0.263099727003211,0,0,0.180937754860209,0.048164005578306,0,0,0,0,0,0.0689463641367658
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380787810896975
CVIX.INDEX,0,0,0.00000267552780747724,0,0,0,0,0,0,0,0,0,0,0,0.0937284085961829
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000304266979999364,0,0,0,0,-0.123847739156757
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
