,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0430944784299797,0.00463172288713052,0,0.112144777381281,0,0,0,0.00554258724337208,0.033284566859518,0,0.142129090059689,0,0,0,0,0,0
ETH,0,0,0,0.0645604274856505,0.00179698481634163,0,0.063276057376436,0,0.0457050314679839,0,0,0,0,0.118546353417579,0,0,0,0,0,0
XRP,0,0,0,0,0.0269352170237122,0,0.128003877146287,0.0479365069216041,0.0581113740175944,0,0.00858285259475974,0,0,0.232885958081896,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0396053530062784,0.0283416190783943,0.170922850760463,0,0,0.25667457624945,0,0,0.136895374415141,0,0,0,0,0
EOS,0,0,0.217291880297984,0,0,0,0.221604176890096,0,0,0.189267743508269,0,0,0,0,0,0,0,0,0,-0.0756609490766002
LTC,0,0,0.124358195124018,0.143684863512476,0,0,0.0315605876310593,0.0614767287936539,0.048870792419099,0,0,0,0,0.0643106044242369,0,0,0,0,0,0
ADA,0,0,0.244688515234854,0,0.0494126428307266,0,0,0.245532128695603,0.0253057258360152,0,0.00000000000000000173472347597681,0,0,0.149258094002315,0,0,0,0,0,0
XLM,0,0,0,0,0.0696683494179304,0,0.288823047843411,0,0,0.0268584230855176,0.065547538712381,0,0,0.250826433482016,0,0,0,0,0,0
MIOTA,0,0,0.12910341170576,0.207874578106429,0,0,0.145544399749545,0,0,0,0.0360208740686804,0.223357853324985,0,0.0258474425101789,0,0,0,0,0,0
TRX,0,0,0,0.022950001472522,0.0353428883646457,0,0,0.368132561669834,0,0,0,0,0,0.096155184094385,0,0,0,0,0,0.0127651587838696
NEO,0,0,0,0.0600611193478323,0.0305655024055627,0,0.124272626321806,0.103025268535507,0.013491117501879,0.0354915136395317,0,0,0,0.134315773674374,0.14761537595579,0,0,0,0,0
DASH,0,0,0,0.165716623958706,0,0,0,0.0606147417805395,0.207877615073068,0.0574304355493995,0.0145879492693252,0,0.102253027685595,0.0456225845966396,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0.172727230974325,0.0264736865627031,0,0.0627558219637586,0.130915607222265,0,0.0849086261324942,0,0,0,0,0,0
XEM,0,0,0.0272968121429499,0,0,0,0.0581965684800328,0.251494235243628,0.169026752662837,0.00840380719336331,0.0130932691727915,0,0,0,0.0705254874906135,0,0,0,0,0
ETC,0,0,0,0,0,0,0.0817774426087418,0.0517906921543902,0.0972634946174001,0.0333947983982927,0,0.0472298208720592,0,0.219166204168142,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0221398407668223,0,0,0,0,-0.0110339980607001,0,0,0,0,0,0,0,0,0,-0.0386691741441162
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0952331481143687
VIX.INDEX,0,0,0,0,-0.0000883878509321237,0,0,-0.0000000000000000000008470329472543,0,-0.0000241390738820664,0.0000520266600865133,0,0,0,0,0,0,0,-3.71001183239107,0
