,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0866971977478678,0.0190099878604424,0,0,0.00302503481370741,0,0.00789763181977599,0.114005610619206,0,0,0,0.0624839305736195,0,0,0,0,0
ETH,0,0,0,0.207443921123328,0,0,0,0,0.0817163655817283,0.209633078678413,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.180818205599822,0,0,0,0.162452869903499,0.0522379239722941,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.237364390028288,0,0,0.114398257353509,0,0.206789041332144,0.0746719512184071,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.169991025413243,0,0.00973192501523954,0,0,0.260264950900059,0.15710602914523,0.127206967207367,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.387038313880977,0,0,0.0655249327643812,0,0,0,0.129764452709829,0,0,0,0,0
LTC,0,0,0,0.352244487583236,0.0599979418432814,0,0,0,0.0967669879073407,0,0,0,0,0.0416037282813466,0,0,0,0,0,0
ADA,0,0,0,0.084404015972483,0.145689212320331,0.141134731234758,0,0,0,0.14800257692021,0,0.047112090348015,0,0,0.0850853664686042,0,0,0,0,0
MIOTA,0,0,0,0.00765774857554,0.143932573105623,0,0,0,0,0,0,0.547561227610679,0,0.066161361495589,0,0,0,0,0,0
TRX,0,0,0,0.305237702802149,0.121493238693355,0.0899537398003638,0,0.0669928521682551,0.0983826050275553,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.589329823721802,0,0,0,0.0803458652879398,0,0,0,0.089510162022457,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0905610864760052,0,0,0.0993797596110089,0.223097684368954,0.120068667505408,0.221454439390435,0,0,0,0.0382762404284249,0,0,0,0,0
DASH,0,0,0,0.135503887845619,0.0455189035895013,0.0465959153168526,0,0,0,0,0,0.210075339929604,0,0.0676433215822687,0,0,0,0,0,0
ETC,0,0,0,0.153425249524059,0,0,0,0,0.131218442070724,0,0.146130016563037,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.0605416105582164,0.14221859337205,0.10887606637526,0,0.175897427732204,0.00789178583485069,0,0,0.0490852083596351,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.00447336742662958,0,0,0,0,0,0,0,0,0,0,0,-0.0913849408601875,0,0,-0.0284405785660417
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,-0.000000701706675986901,0,0,0,0,0,0,0,-0.0106415349758349
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497088281352268
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
