,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0203530092270739,0.079155113665264,0,0.0735033636372537,0,0,0,0,0.12834301588546,0,0,0,0.0105501138143619,0,0,0,0,0
ETH,0,0,0,0,0.0659079514897528,0.115326911262189,0,0,0.0520663674534778,0,0,0,0.024764876560537,0,0.0205120504586792,0,0,0,0,0
XRP,0,0.0135477318861065,0,0,0,0.0861592565285696,0,0.0595790359989578,0.0665791992777297,0.00000000000000000010842021724855,0.07128616382284,0,0.0367282251604307,0.0144142817090467,0.0322444484211735,0,0,0,0,0
BCH,0,0,0,0,0.480942799900541,0,0,0,0.0636558307325771,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.452988762805276,0,0.104529760144731,0,0,0.0106327088360699,0,0,0,0.0107248205470496,0,0.00404507749898955,0,0,0,0,0
EOS,0,0.0649675138002283,0,0.135931387425288,0.144364240283108,0,0,0,0,0.0167918652186757,0.117044692868485,0,0,0,0.0261899211287744,0,0,0,0,0
BNB,0,0,0,0,0.0926981721052181,0,0,0,0,0,0.192764214785514,0.289602999083033,0,0,-0.0395473678926008,0,0,0,0,-0.0573068647179588
XLM,0,0,0.144360180262778,0.0197694178134534,0,0,0,0,0.134591443089269,0,0.148613260503958,0.0835519998453049,0,0,0.000000000000000000433680868994202,0,0,0,0,0
ADA,0,0,0.265189979502355,0.340743391076501,0,0,0,0.0139058639688043,0,0,0.0523514106070394,0,0.045954981997574,0,0.0439638078968797,0,0,0,0,0
TRX,0,0,0.0609832403131575,0,0.0906250759115911,0.115134035675897,0,0.0890757639423526,0.145441002229108,0,0.00000000000000000346944695195361,0,0.0197200657143438,0,0,0,0,0,0,0
XMR,0,0.0881161973327782,0,0.00675627009195472,0.00611239986704305,0.129074326621371,0,0,0.0174262746862136,0,0,0,0.145980062295698,0,0.0439903164912103,0,0,0,0,0
DASH,0,0,0,0.0484787664106729,0,0,0.0123248820911427,0.186080663847954,0,0.0341195721409508,0.182062272791606,0,0,0,0.0280517687496936,0,0,0,0,0
BSV,0,0,0,0.0733527397213252,0.285863380603888,0,0.0306310852408826,0,0.0419611480159892,0.00773678628396419,0,0,0,0.0997611058903168,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0.109443301507102,0.0774144279725653,0,0.262593441708692,0,0.139459399786361,0,0.0470158292014333,0,0,0,0,0
XTZ,0,0.627264260133174,0.0652870408609236,-0.133295417028487,0,0.285423763204515,0,0,0,0,0.175490171840398,0,0,0,0,0,-0.345076292877306,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518608263621493
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624965505612527
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
