,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0225027545110081,0.0000695645302506466,0.0439255802920661,0.0721288087376546,0,0,0,0.014041599754625,0,0.0831128506151592,0.00692428967984651,0,0,0,0,0,0,0,0
ETH,0,0,0.103066651197508,0.0951874536845844,0,0,0,0.0845839352638126,0,0.229484552254451,0.052163716929812,0.0073191700262597,0,0,0,0,0,0,0,0
XRP,0,0.143235533268075,0,0,0,0,0,0.197423164422157,0,0,0.200276219584644,0,0,0,0,0,0,0,0,0
BCH,0,0.153399572124766,0.065226503668219,0,0.127699966875204,0,0,0.0538905317261683,0,0.163640728746178,0,0,0,0.0557087476308495,0,0,0,0,0,0
EOS,0,0,0.187236078947235,0.132907700114924,0,0,0,0.026201429225907,0,-0.000000000000000000216840434497101,0.0460810302785184,0.00000000000000000346944695195361,0,0.0237253380991022,0,0,0,0,0,0
XLM,0,0,0.15095257742025,0,0,0,0,0.229091176833703,0,0.158090153702268,0,0.0611338006528298,0,0.00793481253030778,0,0,0,0,0,0
LTC,0,0,0.0356204644982498,0.0420220034786776,0,0,0,0.155904072922446,0,0,0.0970659915836413,0,0,0.0656059205911771,0,0,0,0,0,0
ADA,0,0,0.189015773611594,0,0.0407898846823802,0,0,0,0,0.206882644438967,0,0,0,0.136053532861026,0,0,0,0,0,0
XMR,0,0.271300343686952,0.0905403025944122,0.00365687149464468,0,0,0,0,0,0,0.0665143288392478,0,0,0.112798885243114,0,0,0,0,0,0
TRX,0,0.0605487751356402,0,0,0.0242042939139854,0,0,0.29045511319967,0,0,0.285633103659486,0,0,0.00568588359896814,0,0,0,0,0,0
MIOTA,0,0,0.0407568156926008,0,0,0,0,0,0,0.0997826326296865,0,0,0,0.684448020822701,0,0,0,0,0,0
DASH,0,0,0.0838819560335047,0,0.155128585603945,0,0,0,0,0.012955376562914,0.0491310498223596,0,0,0.0865458971850206,0,0,0,0,0,0
BNB,0,0.0763220983393796,0,0,0,0,0,0.0554427461316873,0,0.0815252750612912,0.067540724077696,0,0,0.048563276937326,0,0,0,0,0,0
NEO,0,0.0202839654120476,0.0578408978317598,0,0.0885561230562989,0,0,0.0372594667367884,0,0.0409008386300179,0.414906055765439,0,0,0,0,0,0,0,0,0
ETC,0,0.251650512263494,0.0524728319366328,0,0,0,0,0,0,0,0.0366750117575563,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866069804682
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0.000000081101969394873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506461616679241
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
