,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0814486756937897,0.0905682776445038,0.0418700690954069,0,0,0,0.0648953891476397,0,0,0,0,0
XRP,0,0,0,0,0.129847359425396,0.288988136389221,0,-0.0210492720211105,0,0,0,0,0,-0.0663772591162408
LTC,0,0,0,0,0.0627421866202503,0,0.0655813423825416,0.0507018539521311,0,0,0,0,0,0.205315450125928
DASH,0,0,0.00697849660733132,0,0,0.147992876812644,0.127372786083178,0,0,0,0,0,0,0
DOGE,0,0,0.0408708030857743,0.144289502084293,0,0.246918679344949,0,0,0,0,0,0,0,0.024988379635722
XLM,0,0.240747989894413,0.0212551323286638,0.0935714713281488,0.241715643228541,0,0,0.0818237124707388,0.0623652688447206,0,0,0,0,0
XMR,0,0,0.07453161825606,0.271305203192132,-0.136511151353727,0.0622036653145964,0,-0.0645658594746056,0.499158241044914,0,-0.058312897920043,0,0,-0.0642373570266673
XEM,0,0,0,0,0.220637890321258,0,0,0,0,0,0,0,0,0
DGB,0.331376641272803,0,0.0101244868758894,0.0217290621891743,0.041059485492816,0,0.202171593510859,0.0911926005421047,0,0,0,0,0,0.0608900961853015
BV010082.INDEX,0,0,0,0,0.00627112732326281,0,0,0,0,0,0,0,0,-0.0792524014362015
CVIX.INDEX,0,0,0.0000376099744209278,0,0,0,0,0,0,0,0,0,0,0.0546218762417974
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686022530547361
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
