,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0328342231776989,0.00252245146836236,0,0.0843038233195856,0,0,0,0.000850161881235656,0,0.107939835538737,0,0,0,0,0,0,0,0,0
ETH,0,0,0.117539813034186,0.103461337506556,0,0,0,0.0529040923635532,0,0.227281888076132,0.0578639037121326,0,0,0,0,0,0,0,0,0
XRP,0,0.177149997692353,0,0,0,0,0,0.226017387064132,0,0,0.151283934979035,0,0,0,0,0,0,0,0,0
BCH,0,0.331018627322339,0.0609664104639328,0,0.150034754549675,0,0,0,0,0.0780420017583095,0.0106864688612004,0,0,0,0,0,0,0,0,0
EOS,0,0.229174499859292,0.10244669537333,0,0,0,0,0.0630794233649788,0,0,0.111965259241762,0.0597235063575264,0,0,0,0,0,0,0,0
XLM,0,0,0.161164193191001,0,0,0,0,0.332747763348204,0,0.0790706032578548,0,0,0,0.0847070747347851,0,0,0,0,0,-0.0190072087851428
LTC,0,0.0146321980613211,0.0403072518483888,0.0507073478626656,0,0,0,0.142874614612227,0,0,0.0762999316352112,0.0899106378059922,0,0,0,0,0,0,0,0
ADA,0,0.111066711860751,0.139156936822106,0,0.0255141007268978,0.00000000000000000693889390390723,0,0,0,0.2188704400828,0,0,0,0.228143455301632,0,0,0,0,0,0
XMR,0,0.255099458454602,0.090347693864013,0.00146663995910975,0,0,0,0,0,0,0.0656176925576109,0,0,0.128904337927757,0,0,0,0,0,0
TRX,0,0.225236036341383,0,0.0198875715381139,0,0,0,0.273026448534143,0,0,0.270876259989759,0,0,0,0,0,0,0,0,0
MIOTA,0,0.147384796038921,0.0877738858296906,0,0,0,0,0,0,0.162370542268307,0,0,0,0.291630648624478,0,0,0,0,0,0
DASH,0,0,0.0125690995299707,0,0.218696278073944,0,0,0,0,0.0505059431480644,0.166069032036731,0,0,0.000000000000000000433680868994202,0,0,0,0,0,0
BNB,0,0.132492541314659,0.00224776235428264,0,0,0,0,0,0.0249125374530473,0.121635577345543,0.012085160015187,0,0,0,0,0,0,0,0,0
NEO,0,0.0825420964112253,0.0274649389302064,0,0,0.0146942028874169,0,0.140469895024388,0,0,0.341093827404753,0,0,0,0,0,0,0,0,0
ETC,0,0.248852704389873,0.0358431259450161,0,0,0,0,0,0,0,0.127569196680965,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,-0.00397430387220198,0,0,0,-0.0111201737049826,0,0,0,-0.0199952764786365,0,0,0,0,0,-0.0362270812072193
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00438348022573109,0,0,0,0,0,0,0,0,0.000657389300641235,0,0,0,0,0.0342627971546457,0,0,-0.00386134068555606
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506462172940826
VIX.INDEX,0,-0.0283841962301832,0,0.0000000000000000000067762635780344,0,0,0,0.00717366260601015,0,0,0,0.00877895549675132,0,-0.0171538748993602,0,0,0.0585589713743023,0,-2.7362303059759,0
