,BTC,XRP,ETH,EOS,BCH,LTC,TRX,XLM,BSV,ADA,BNB,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.10455978790023,0.103173793800594,0,0,0,0,0,0,0.133579058925691,0,0.0561569434025848,0.0440363864688681,0,0,0,0,0
XRP,0,0,0,0.0651855956390229,0.0786092939974086,0,0,0,0,0.053608747205582,0,0.0407430745672875,0.0557063464330698,0.0108534979297919,0.118235226940602,0,0,0,0,0
ETH,0,0,0,0.186339005520489,0.120577139942959,0,0,0,0,0,0,0,0.00725527865435241,0.0172364461552155,0.244219329773135,0,0,0,0,0
EOS,0,0,0,0,0.000000000000000000433680868994202,0,0,0,0,0.420124015462533,0,0,0,0.124761134353427,0.155587989765819,0,0,0,0,0
BCH,0,0,0,0.328932378514938,0,0,0.0741532558492786,0,0.343858769010983,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.111402265476895,0.254533148671727,0,0,0,0,0,0,0,0,0,0.0444717991358812,0.166084233638043,0,0,0,0,0
TRX,0,0,0,0,0.148900624953869,0,0,0,0,0,0.0932792458403335,0,0.0228637905378385,0,0.302382386983136,0,0,0,0,0
XLM,0,0,0,0.278564843894629,0.118431411665967,0,0,0,0,0,0,0,0,0.101317945970749,0.0828386305269575,0,0,0,0,0
BSV,0,0,0.0684319371751361,0,0.617789810176277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217821417834429
ADA,0,0,0.141257327107118,0.353208420231959,0.0816973222474286,0.0286118969839647,0,0,0,0,0,0,0.00273242526791577,0,0.0957891990047968,0,0,0,0,0
BNB,0,0,0,0.308462512997205,0.0121332276018787,0,0,0,0,0,0,0.0307970132448694,0,0.00000000000000000346944695195361,0.130740149965776,0,0,0,0,0
XMR,0,0,0,0.0500854373986307,0.1127730688003,0,0,0,0.0407721747149709,0,0,0,0.038825332845505,0.269908974213164,0.202735231045025,0,0,0,0,0
MIOTA,0,0,0.220068893597843,0.18121730925874,0,0,0,0,0.0649528857623203,0,0,0,0,0.267702986672568,0,0,0,0,0,0
DASH,0,0,0,0.264911743025855,0.133981375834154,0,0,0,0,0,0,0.0848826348111702,0,0,0.0848649099316177,0,0,0,0,0
NEO,0,0,0.403692175500078,0.280243560140735,0,0,0,0,0,0,0,0.00503083825583928,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172156439133758
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13437307536679
VIX.INDEX,0,-0.0000000000000000000000132348898008484,0,0,0.0000257198744169906,0,0.00000000000000000000042351647362715,0,0,0,0,0,0,-0.0000172520020385142,0,0,0,0,-2.56789545991491,0
