,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0852589633430117,0.0319196491225266,0.0433952117439967,0,0,0,0.0541577712185662,0,0,0,0,0
XRP,0,0,0.0433300435486462,0,0.206799368477091,0,-0.0681608355689886,0,-0.00654125013969612,0,0,0,0,0
LTC,0,0,0,0,0.195271520059438,0,0,0.171751757070312,0,0,0,0,0,0.268941562372625
DASH,0.216237515347349,0.125651210564116,0.0342680864047338,0,0.137696589385455,0.0699884151041271,0,0,0,0,0,0,0,0
DOGE,0,0,0.120846651700843,0.324804819612769,0,0.0769148269873946,0,0,0,0,0,0,0,0
XLM,0,0.184492265561563,0,0,0.294496171545599,0,0,0,0,0,0,0,0,0
XMR,0.218827214367993,0,-0.0435403257330647,0,0,0,0,0,0.211927154521784,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.184204645794426,0,-0.00000000000000000346944695195361,0,0.0776708434667181,0,0.306722506953283,0.102435371238901,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708886768177092
CVIX.INDEX,0,0,0.0000116319334332164,0,0,0,0,0,0,0,0,0,0,0.0591658674900035
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187469360780289
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664436120409176
VIX.INDEX,0,0,0.0215854875365732,0,0,0,0,0.0421028853530231,0.0100865886211709,-0.752221279673238,0,0,0,0
