,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0400661856237401,0.143807339962085,0.0163759625694145,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.0866489739050887,0,0,0,0.116555643504204,0.20803634014779,0,0.268847376639482,0,0,0,0,0
LTC,0.408041953263038,-0.0688637686699538,0,0,0,0,-0.00540153225532652,0,0,0,0,0,0,0,-0.0443165356111592
XRP,0,0,0,0,0,0.0611507546072099,0.0925928447395805,0.139958047416843,0.115422808496046,-0.125282705992203,0,0,0,0,0
DASH,0,0,-0.113466919377128,-0.0630702546189191,0,0,0.106809396843923,0.146967910796692,0,0,0,0,0,0,0.137684451421788
DOGE,0.12424453572999,0,0.0780611248200261,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0.130126141351048,0,0,0,0,0,0,0,0,0,0
XMR,0,0.295627576038027,0,0,0,0,0,0,0.104007545305278,0,0,0,0,0,0
XLM,0,0,0,0.0117808513120532,0,0,0.0671315341990112,0.0876656830316818,0,0.0339180908432811,0,0.286631934276566,0,0,0
DGB,-0.0395988564808936,0.308646633963545,0,0,0,0,0.2326597054765,0.0565046807924354,0,0,0,0,0,0,-0.11635792336049
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418360567173001
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476308664057633
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897489666936738
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.530324868098745,0,0,0
