,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0506753655464724,0.168975892847409,0.0145876110678674,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.0547193664977699,0.382621890720532,0,0.137292128656262,0,0,0,0,0
LTC,0.369879885206387,-0.0446647509884434,0,0,0,0,0,0,0,-0.0195015466316698,0,0,0,0,0
XRP,0,0,0,0,0,0,0.0389704572656664,0,0,0,0,0,0,0,0
DASH,0,0,-0.166343554248881,0,0,0,0.0730020895575754,0.108886744843522,0,0.0322632590894405,0,0,0,0,0.0966992745263225
DOGE,0.308199846265089,0,0.0118739310785157,0,0,0,-0.0967989867614219,0,0,0,0,0,0,0,0.0260624795966941
XEM,0,0,0,0.172620063883267,0.137156224415509,0,0,0,0,0,0,0,0,0,0
XMR,0,0.341137457371031,0,0,0,0,0,0,0.197913117286055,-0.0252017542997926,0,0,0,0,-0.107180458871483
XLM,0.161611431739524,0.0200246807901988,0,0,0,0,0.0842431097866368,0.0671362845853258,0,0.005478741647213,0,0.202951981435778,0,0,0
DGB,-0.28442602570791,0.172021839398107,0,0,0.115036904481194,0,0.139708446783466,0.0903163495122354,0,0,0,0,0,0,-0.0913711976035277
BV010082.INDEX,0,0.0291207960006227,0,0,0,0,0,0,0,0,0,0,0,0,-0.107549548218172
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878959443740352
VIX.INDEX,-0.0237655303805989,-0.0024604378959525,0,0,0,0,0,-0.000610086642695327,0,-0.00123641634440001,0,0.566224125907758,0,-0.759008337340353,0
