,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.024319170938141,0.337171704773665,0,0,0.0652063779106877,0,0,0,-0.0177570125860141,0,0,0,0,0
ETH,0,0,0,0,0.479841224248233,0,0.279685354673321,0.194375054845767,0,0.099684007372379,0,0,0,0,0.01319106624706
LTC,0.663127419006599,-0.0252104564074033,0,0,0,0,0,-0.056933722765661,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,-0.0368976008516335,0,0,0,0,0.0281372978936933
DASH,0,0.0527210875111351,-0.0153300209880805,0,0,-0.0638929675944787,0.15455770745373,0,0.1968533534128,0.0490289396012575,0,-0.125606337998723,0,0,0.0506341079593105
DOGE,0.242917854700654,0.0483262071440579,0.0610197807848669,0,0,0,0,0,0,-0.0100655355669554,0,0,0,0,0
XEM,0.134677984653921,0.112588049345232,0,0,0,0,0,0.13930274036494,0,0,0,0,0,0,0.0662735486306106
XMR,0,0.231357778939735,0,0,0,0.0754704762600032,0.168277869017175,0,0.585222103756836,0,0,-0.0991267616899589,0,0,-0.090597513603487
XLM,0.139061788505009,0.0308838941737757,0,0,0,0.0623728788239275,0.0155596702333118,0.115894864433616,0,0,0,0,0,0,0.0146681771820033
DGB,0,0.236009237827044,-0.0652727777645816,-0.0480914513211581,0.194264130477804,0,0.153592717974214,0,0,0,0,0,0,0,-0.112809846866325
BV010082.INDEX,0,0.00592728799910152,0,0,0,0,0,0,0,0,0,0,0,0,-0.0940153186881482
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000359966153887812,0,0,0,0,0.0476245936608792
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,-0.00000106923381921481,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609556997314338
VIX.INDEX,0,0.0000134167929613695,0,0,0,0,0,0,0,0,0,0.530336821118677,0,0,0
