,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0368395828260567,0,0.0530602131815243,0.0545220450517533,0,0,0,0.0206834971312,0,0.0876932555147624,0.00536901355218103,0,0,0,0,0,0,0,0
ETH,0,0,0.135282883128867,0.20522202857789,0,0,0,0.0711522871840519,0,0.197351815089733,0.0288276455808709,-0.000000000000000000216840434497101,0,0,0,0,0,0,0,0
XRP,0,0.155803477639116,0,0,0,0,0,0.273907368069485,0,0,0.151379909563676,0,0,0,0,0,0,0,0,0
BCH,0,0.381277860694183,0,0,0.0165875416473669,0,0,0.0587099274267267,0,0.0898349728328296,0.0579014947851955,0,0,0,0,0,0,0,0,0
EOS,0,0.310498734092778,0.0647528758410697,0,0,0,0,0.099215790776892,0,0,0.0355235371664912,0.0682069997318267,0,0,0,0,0,0,0,0
XLM,0,0,0.179070659907367,0,0,0,0,0.3176909647551,0,0.0414723075208843,0,0,0,0.0674188249984634,0,0,0,0,0,0
LTC,0,0.0480798251602466,0.0300172193473086,0.0641820381250338,0,0,0,0.126598778940556,0,0.000000000000000000867361737988404,0.166126085280909,0.0391902284633084,0,0,0,0,0,0,0,0
ADA,0,0.169527460353877,0.129843036048524,0,0,0.129387252303444,0,0,0,0.118271790923441,0,0,0,0.0466706548538581,0,0,0,0,0,0
XMR,0,0.206631396625491,0.0909723631210939,0,0,0,0,0,0,0,0.069940017617831,0,0,0.179925250170461,0,0,0,0,0,0
TRX,0,0.236669206680044,0,0.0118894825801722,0,0,0,0.353356852891218,0,0,0.223668225687922,0,0,0,0,0,0,0,0,0
MIOTA,0,0.111018917496287,0.106169036899783,0,0,0,0,0,0,0.140936071730901,0,0.0312622594171816,0,0.224956124739061,0,0,0,0,0,0
DASH,0,0,0.0777512299648704,0,0.193008601149107,0,0,0,0,0.00301064867118074,0.109030838757289,0,0,0,0,0,0,0,0,0
BNB,0,0.0967528315520682,0.0107843689906506,0,0,0,0,0,0.0215268445892664,0.125525675599117,0.00406953831816904,0,0,0,0,0,0,0,0,0
NEO,0,0.0941200552367589,0,0,0,0,0,0.129267754507575,0,0,0.239227577718837,0.100841036778081,0,0,0,0,0,0,0,0
ETC,0,0.268351032475986,0.046467187521296,0,0,0,0,0,0,0,0.0552874970218501,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355728950206057,0,0,0,0,0,-0.0424753847331025
CVIX.INDEX,0,0,0.0000118907653393004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192963678409856
DXY.INDEX,0,0,-0.00449965910612942,0,0,0,0,0,0,0,0,0.000430866733299473,0.000995877026547385,0,0,0,0.0337731649978979,0,0,-0.0037781802625022
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0.0000000623129917562261,0,0,0,0,0,0,0,0,-0.0587534722373992
VIX.INDEX,0,-0.0000912896510807951,0,-0.00000000000000000000042351647362715,0,0,0,0,0,0,0,0,0,-0.0000277049759303725,0,0,0,0,-3.55411985795173,0
