,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.136060030727874,0,0,0,0,0.176577704866584,0.0104633260976384,0,0,0,0,0,0
XRP,0,0,0,0,0,0.199400492729339,0,0,0.0155628285659726,0.055757099584792,0,0,0,0,0
LTC,0.534389079460199,0,0,-0.00646674565267983,0,0.127535606421748,0,0.0613161235731393,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.113176442550658,0.183212877102324,0,0,0,0,0,0,0
DASH,0.251534962382329,0.0243892891140345,0.0578589141734584,0,0,0.0558522857182981,0.088280106734391,0,0.000280877531485065,0,0,0,0,0,-0.00242078144355908
DOGE,0.108909713624144,0.131967814862518,0.232619559066526,0,0,0,0.105876997854154,0.121888978351651,0.00631958898708604,0,0,0,0,0,0
XLM,0.116761686846763,0.0339671191115165,0.226381767287892,0,0,0.300294295310604,0,0,-0.056148838861874,0.0664281038278491,0,0,0,0,0
XMR,1.02529481548838,0,0,0,0,0,0.022784856215103,0,-0.011573647043383,0,0,0,0,0,0
DGB,0.850879668552034,0,0.244445536009925,0.0530617871128518,0,0,0,0,0,0,0,0,0,0,-0.0552529474575833
XEM,0,0.120319154773658,-0.00000000000000000693889390390723,0.15120487973624,0,0,0,0.236560982526616,0,0,0.102594853165742,0,0,0,-0.0722461990415869
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.00440090631102517,0.0145236609225361,0,0,0,0,-0.0402095016956903
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213851482740058
DXY.INDEX,0,0,0,0,0,0,0,0,0,0.00000153064621513792,0,0,0,0,-0.0173452247702153
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823691587480766
VIX.INDEX,0,0,0,0,0,0,0,0.000000979577498911153,0.000000174851879365151,0,0,0.200337406742066,0,-4.63358290629667,0
