,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.121349458933182,0,0,0,0,0.0620963472524726,-0.000000000000000000433680868994202,0,0.043064906637474,0,0.0645957902902152,0.0725619238868238,0,0,0,0,0
ETH,0,0,0,0,0.0980885887650075,0,0,0,0.0749793834027063,0.152838769649225,0,0,0,0,0.143244492542168,0,0,0,0,0
XRP,0,0,0,0,0.155707233065317,0,0,0,0.163177390344449,0.155629772043366,0,0,0,0,0.0200458087467475,0,0,0,0,0
BCH,0,0,0,0,0.365887359494298,0,0,0.00686065664194615,0.171622713759852,0.108184944444727,0,0,0,0,0.0240410114123757,0,0,0,0,0
EOS,0,0,0,0.289184157432683,0,0,0,0.179922067257011,0.0839104123001861,0,0.0694945267699604,0,0,0,0,0,0,0,0,-0.0128080461796189
LTC,0,0,0,0.300235722597187,0.0458194354070459,0,0,0,0.108577645469323,0,0,0,0,0,0.054443420783806,0,0,0,0,0
XLM,0,0,0,0.101292670499669,0.0868762110398936,0,0,0,0.157600646854202,0.050033277195618,0,0,0,0,0.269521256720657,0,0,0,0,0
ADA,0,0,0,0.15032817200837,0.116208508560709,0,0,0,0.151795744861322,0.0744914217623532,0,0,0,0,0.124700792610115,0,0,0,0,0
MIOTA,0,0,0,0.0441514544966722,0.0745342728411091,0,0.168639881812236,0.151285331591616,0,0,0.346323207646081,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.303689863015226,0.208894358823688,0,0,0,0.0135470666495109,0,0.0378712877006305,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0825167952499625,0.0937280388177486,0,0,0,0.257815741058915,0.0792605138094398,0,0,0,0,0.129616731734139,0,0,0,0,0
XMR,0,0,0,0.306207922373696,0.0615604957451039,0,0,0,0.019989711883098,0,0.0271074415070391,0,0,0,0.104555264033051,0,0,0,0,0
DASH,0,0,0,0.113519142485292,0,0,0,0,0.119279238240508,0,0,0.0423292530830181,0,0.067339055527269,0.128596275606649,0,0,0,0,0
ETC,0,0,0,0.278749184920378,0,0,0,0,0.0618089727863705,0,0,0.126939412408983,0,0,0.0629638031653355,0,0,0,0,0
XEM,0,0,0,0.183450895041605,0.13672106600665,0,0,0.0492189427221428,0.0900226346878475,0,0.13475768085831,0,0,0.0380762953703456,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713109567894734
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049708011859467
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
