,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0539124916424899,0.167216925033098,0.00429645938218801,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.104089482296925,0,0,0.461194188223668,0,0.119543253420473,0,0,0,0,0
LTC,0.386720323156868,-0.0198399695425215,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.0976776393927065,0,0.0964002006609601,-0.0449700983811368,0,0,0,0,0
DASH,0,0,-0.12282041614216,-0.0138333016868549,0,0,0.0727393117496484,0.13601590072447,0,0,0,0,0,0,0.113125806886253
DOGE,0.290815434567274,0,0.0292122916687631,0,0,0,0,0,0,-0.00728455616304877,0,0,0,0,0.0106345028951188
XEM,0,0,0,0.176301913897788,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.336621684617284,0,0,0,0,0,0,0.154103168147078,0,0,0,0,0,-0.0936273018770057
XLM,0.0226150273290319,0,0,0.0392096955000976,0,0,0.013896869699316,0.0441687299748359,0,0.0764851792415656,0,0.22899926461264,0,0,0
DGB,-0.166276178007846,0.183067555248929,0,0,0,0,0.161331618956259,0.130124248648999,0,0,0,0,0,0,-0.0208081050754451
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107138743114075
CVIX.INDEX,0,0.000000456871214037693,0,0,0,0,0,0,0,0,0,0,0,0,0.0476326828858482
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878943871700555
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000500088134571638,0,0.530318767720168,0,0,0
