,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0274863536953664,0,0.0468542989304675,0.0743008213749563,0,0,0,0.0189075198496959,0,0.0909186562567892,0,0,0,0,0,0,0,0,0
ETH,0,0,0.127131696797029,0.206529537901012,0,0,0,0.0326371325352961,0,0.229057080726378,0.0335318148246023,0,0,0,0,0,0,0,0,0
XRP,0,0.14404875296397,0,0,0,0,0,0.301203991416928,0,0,0.169483815201344,0,0,0,0,0,0,0,0,0
BCH,0,0.302387826261073,0.0687055951120486,0,0.134971130645548,0,0,0,0,0.110849913719373,0,0.046326178409749,0,0,0,0,0,0,0,0
EOS,0,0.357958158720493,0.0741078128022103,0,0,0,0,0.0562218898476424,0,0,0.0674927516236844,0,0,0.04270655375894,0,0,0,0,0,0
XLM,0,0,0.143988896851461,0,0,0,0,0.356264158816336,0,0.0790365315057676,0,0,0,0.0398923599841988,0,0,0,0,0,0
LTC,0,0.127806258218161,0.0357296230873895,0.0419108302357765,0,0,0,0.114124720473623,0,0,0.104087502900775,0,0,0,0,0,0,0,0,0
ADA,0,0.111517458362156,0.144341758430974,0,0.0306690579406475,0,0,0,0,0.220184442537566,0,0.0183875538500637,0,0.19656282765645,0,0,0,0,0,0
XMR,0,0.128473516665372,0.0960843377186437,0.0128388002092303,0,0,0,0,0,0,0.0820908175752354,0,0,0.227564367942127,0,0,0,0,0,0
TRX,0,0.182074509305584,0,0,0,0,0,0.28556456648886,0,0,0.282766725967134,0,0,0,0,0,0,0,0,0
MIOTA,0,0.128592531609379,0.0613124428072777,0,0,0,0,0,0,0.0946456258476548,0,0,0,0.470175900437188,0,0,0,0,0,0
DASH,0,0,0.0791438216931566,0,0.170229710310506,0,0,0,0,0.0243631188828571,0.0433253731426576,0,0,0.0780958367573176,0,0,0,0,0,0
BNB,0,0.104071867612623,0,0,0,0,0,-0.000000000000000000867361737988404,0,0.11728700827316,0,0,0,0.0538893227462247,0,0,0,0,0,0
NEO,0,0,0.0287792401691911,0,0,0,0,0.16409551289459,0,0,0.353624108541846,0,0,0,0,0,0,0,0,0
ETC,0,0.248853703816746,0.0358442178127909,0,0,0,0,0,0,0,0.127566990668051,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158167407290151
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00438251158923832,0,0,0,0,0,0,0,0,0.000712967504992681,0,0,0,0,0.034047230819262,0,0,-0.00385216164938547
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506454133866044
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
