,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0806352949821284,0.0902889591777402,0.0426528581749686,0,0,0,0.0857974591538168,0,0,0,0,0
XRP,0,0,0.0275925472364155,0,0.120690120913892,0,0,0,0,0,0,0,0,0
LTC,0.233841986402751,0,0,0,0.11465033400601,0,0,0.0755901800657425,0,0,0,0,0,0.112452299718042
DASH,0.282411752615537,0.064515025652368,0.00083922011713684,0,0,0.202828199761628,0.154006499505238,0,0,0,0,0,0,0
DOGE,0,0,0.0951918063218331,0.133272261311117,0,0.221003566944966,0,0,0,0,0,0,0,0
XLM,0,0.276521751065763,0,0,0.28365292820405,0,0,0.0173968625038538,0,0,0,0,0,0.007167028577441
XMR,0,0,-0.0351066567574462,0.0423254123685153,0,0,0,0,0.376058628598232,0,0,0,0,0
XEM,0,0,0,0,0.220591826650712,0,0,0,0,0,0,0,0,0
DGB,0.194706453771546,0,0,0.0124458078158514,0.051822763004923,0,0.362360476821822,0.0745563613070159,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530198358221966
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525721892953564
DXY.INDEX,0,0,-0.000000013622622224018,0,0,0,0,0.0000000149745030798928,0,0,0,0,0,-0.014696749116679
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685880374048545
VIX.INDEX,0,0.00000189126842021248,0.00000123158240638918,0,0,0,0,0,0.00000136697027508817,-0.218081303159434,0.152622204482425,0,-2.68824348642107,0
