,BTC,ETH,XRP,LTC,BCH,EOS,BNB,BSV,XLM,ADA,TRX,XMR,DASH,MIOTA,ATOM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.0223634126314845,0.120692947700992,0,0,0,0,0,0.271115511674087,0,0,0.00359874605883727,0,0,0,0,0
ETH,0,0,0,0,0,0.186237979082432,0,0,0.220281341827432,0.0909412570658718,0.0220532915590171,0.105854385940586,0,0,0,0,0,0,0,0
XRP,0,0,0,0.000000000000000000216840434497101,0,0.177982525645201,0,0,0,0.148446345221522,0,0.0196974756898345,0,0.0567668275593917,0,0,0,0,0,0
LTC,0,0,0,0,0.21619247096949,0.241686425583901,0,0,0,0.0601928266355646,0.0882420389498925,0.014477021700995,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0.243668643822976,0,0.0263042963874692,0,0.133213600756586,0,0,0,0,0,0,0,0,0,0
EOS,0,0.188544716390933,0,0.186966403968495,0.253906362866025,0,0,0,0,0.0617451396248372,0,0,0,0,0.0158184492024641,0,0,0,0,0
BNB,0,0,0,0.186987173866452,0.094776210196809,0,0,0.0156082788849116,0,0,0,0,0,0,-0.000000000000000000867361737988404,0,0,0,0,0
BSV,0,0,0,0,0,0.15317807536275,0,0,0,0,0.151419964244942,0,0,0.329727724898735,0.000492156845974599,0,0,0,0,0
XLM,0,0.171852542015144,0.00714468625605749,0.0697341543785855,0,0,0,0,0,0.284042760873215,0.0263911602272962,0,0,0.0496114687938529,0.0121866425599817,0,0,0,0,0
ADA,0,0,0.202317495791145,0,0.0195869076151117,0.153859639809494,0,0,0,0,0.295988421468114,0.0487787094724922,0,0,0,0,0,0,0,0
TRX,0,0,0.0616943389966737,0,0,0.292204229618572,0,0.0277166638161429,0.0734887060084808,0.155639411120005,0,0,0,0,0,0,0,0,0,0.0581892221309021
XMR,0,0,0,0.25637385102236,0,0,0,0,0,0.126301681840032,0.0605134735848351,0,0,0.122214000366713,0.0562458568258568,0,0,0,0,0
DASH,0,0,0,0,0,0.112482533004689,0,0,0.0980098994793819,0.0575575944088618,0.00856722632392416,0.0599487742570868,0,0,0.0409119323126492,0,0,0,0,0
MIOTA,0,0,0.194166544182969,0,0,0.199995950365329,0,0.109067244799655,0,0.183214792281619,0,0,0,0,0,0,0,0,0,0
ATOM,0,0,0,0.0808306608606313,0,0.134549858725771,0.292702985602427,0,0,0,0.142534008010628,0,0.0294447969401391,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535285855848769
CVIX.INDEX,0,0,0,0,0,0,0,-0.034351255913283,0,0,0,0,0,0,0,0,0,0,0,0.0510612418522428
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,-0.00000127542594205738,0,0,0,0,0,0,-0.000000829456455673553,0,0,0,0,-0.0614818451844769
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
