,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0820269504895231,0.0165439674267702,0.047092007479396,0,0,0.00464620488974172,0.0506093517302194,0,0,0,0,0
XRP,0,0,0.0397367191846328,0,0.235431125550019,0.093572692160444,-0.135144842899327,0,0,0,-0.0232771120579088,0,0,0
LTC,0,0,0,0,0.266272910685261,0,0,0.208455711095968,0,0,0,0,0,0.277870568171313
DASH,0,0,0.0559228353899638,0,0.198322504816573,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.12399960168305,0.385020666545161,0,0.10002370916055,0,0.0230449543317991,0.033956943863618,0,0,0,0,0
XLM,0,0.105696149629087,0,0,0.267882430128214,0,0.065568407048232,0,0.0486364985388864,0,0,0,0,0.00000000000000000173472347597681
XMR,0.558057047164348,-0.0598122349956045,-0.0292750547797618,-0.0481500650429917,0,0.108149481906928,0,-0.0299938612953082,0.178090812808195,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0809138563854232,0,0.174111161152376,0.0152145430301532,0,0,0,0,0,0.0806044074367917
BV010082.INDEX,0,0,-0.00000000000000000010842021724855,0,0,0,0,0,0,0,0,0,0,-0.0530198358221966
CVIX.INDEX,0,0,0.0000017096306662017,0,0,0,0,0,0,0,0,0,0,0.0591929094857459
DXY.INDEX,0,0,0,0,0,0,0,0.00618315396228587,0,0,0,0,0,-0.0226654117200881
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061189827070421
VIX.INDEX,0,0,0.050059386630369,0,0,0,0,0.079428132769757,0.0334911338818166,-0.629974716104111,0,0,0,0
